ctx_src,ctx_tgt,res_src,res_tgt,correctness,templated,engagement,understanding,sensibleness,politeness,iq
"<speaker1>Oh, ich verstehe. Meinen Sie, Ihre Zahlungsinformationen zu aktualisieren? Die 7 Schritte, die ich Ihnen geschickt habe?","<speaker1>Oh, I see. Do you mean update your billing information? The 7 steps I sent you to do this above in the chat?",<speaker2>ja,<speaker2>Yes.,2,0,1,1,1,1,4
<speaker2>ja,<speaker2>Yes.,"<speaker2>Vielen Dank! Machen Sie sich keine Sorgen, wenn Sie das neue Konto weiter verwenden möchten, das Sie mit dem heute gekauften eBook haben, müssen Sie die Zahlungsinformationen nicht mehr aktualisieren. Die Informationen werden auf diesem Konto aktualisiert. Die Informationen wurden in den anderen 2 Konten nicht aktualisiert. Aus diesem Grund habe ich Ihnen empfohlen, zu versuchen, die Informationen zu aktualisieren.","<speaker2>Thank you! Don't worry, actually, if you are going to continue using the new account you have with the eBook you purchased today, it is not necessary to update the billing information anymore. The information is updated in that account. The information was not updated in the other 2 accounts, which is why I suggested you try to update the information.",2,0,1,1,1,1,4
"<speaker1>Vielen Dank! Machen Sie sich keine Sorgen, wenn Sie das neue Konto weiter verwenden möchten, das Sie mit dem heute gekauften eBook haben, müssen Sie die Zahlungsinformationen nicht mehr aktualisieren. Die Informationen werden auf diesem Konto aktualisiert. Die Informationen wurden in den anderen 2 Konten nicht aktualisiert. Aus diesem Grund habe ich Ihnen empfohlen, zu versuchen, die Informationen zu aktualisieren.","<speaker1>Thank you! Don't worry, actually, if you are going to continue using the new account you have with the eBook you purchased today, it is not necessary to update the billing information anymore. The information is updated in that account. The information was not updated in the other 2 accounts, which is why I suggested you try to update the information.","<speaker2>Ich danke für die Mühe ! Ich bin #NAME# doof. Habe das Buch auf meinem Handy ! Ich konnte es aber nicht sehen, da ich keine Lese App hatte. Nun kann ich es doch auf den Laptop schieben ?",<speaker2>Thank you for the effort! I am #NAME# doof. Have the book on my phone! But I couldn't see it because I didn't have a read app. Now I can push it on the laptop?,2,0,1,1,1,1,5
"<speaker2>Ich danke für die Mühe ! Ich bin #NAME# doof. Habe das Buch auf meinem Handy ! Ich konnte es aber nicht sehen, da ich keine Lese App hatte. Nun kann ich es doch auf den Laptop schieben ?",<speaker2>Thank you for the effort! I am #NAME# doof. Have the book on my phone! But I couldn't see it because I didn't have a read app. Now I can push it on the laptop?,"<speaker2>Machen Sie sich keine Sorgen! Wenn Sie das eBook im Laptop lesen möchten, können Sie auch versuchen, unsere #PRS_ORG# App auf Ihrem Computer herunterzuladen. Auf diese Weise können Sie sich in der Desktop-App in das neue #PRS_ORG#-Konto anmelden und das neue eBook wird dort heruntergel#PRS_ORG#n.","<speaker2>Don't worry about it! If you wish to read the eBook in the laptop, you could also try to download our #PRS_ORG# App in your computer. In that way, you can sign into the new #PRS_ORG# account in the Desktop App and the new eBook will download there.",2,0,1,1,1,1,5
"<speaker1>Machen Sie sich keine Sorgen! Wenn Sie das eBook im Laptop lesen möchten, können Sie auch versuchen, unsere #PRS_ORG# App auf Ihrem Computer herunterzuladen. Auf diese Weise können Sie sich in der Desktop-App in das neue #PRS_ORG#-Konto anmelden und das neue eBook wird dort heruntergel#PRS_ORG#n.","<speaker1>Don't worry about it! If you wish to read the eBook in the laptop, you could also try to download our #PRS_ORG# App in your computer. In that way, you can sign into the new #PRS_ORG# account in the Desktop App and the new eBook will download there.",<speaker2>Ja super ! vielen Dank ! Bleiben sie gesund !,<speaker2>Yes super! Thank you very much! Stay healthy!,2,0,1,1,1,1,5
<speaker2>Ja super ! vielen Dank ! Bleiben sie gesund !,<speaker2>Yes super! Thank you very much! Stay healthy!,"<speaker2>Gern geschehen! Es ist mir eine Freude, Ihnen zu helfen. Und vielen Dank! Wenn Sie es brauchen, sind wir immer für Sie da. Ich wünsche Ihnen auch einen schönen Tag und eine schöne Woche! Bleiben Sie gesund! Vielen Dank für Ihre Zeit und Freundlichkeit!","<speaker2>You're welcome! It is a pleasure to help you. And thank you so much! Anytime you need, we are always here for you. Have a lovely day and a nice week, too! Stay healthy! Thank you for your time and kindness!",2,0,1,1,1,1,5
<speaker2>Ich habe mir zweimal das selbe Buch gekauft Geld ist raus aber ich habe kein Buch. Verwendungszweck #NUMBER# Und Verwendungszweck #NUMBER# Es geht in beiden Fällen um das Buch Zu jung für die Liebe? 4 Visitor upload: #ALPHANUMERIC_ID# URL: #URL# Type: image/jpeg Size: #NUMBER# #EMAIL#,<speaker2>I bought twice the same book money is out but I don't have a book. Purpose of use:#NUMBER# And Purpose of use: #NUMBER# It's about the book in both cases Too young for love? 4 Visitor upload: #ALPHANUMERIC_ID# URL: #URL# Type: Image/jpeg Size: #NUMBER# #EMAIL#,<speaker2>Hallo #NAME#! Danke für die Information. Ich helfe Ihnen sehr gerne weiter.,<speaker2>Hi #NAME#! Thank you for the information. I will be more than happy to assist you.,2,0,1,1,1,1,5
<speaker1>Hallo #NAME#! Danke für die Information. Ich helfe Ihnen sehr gerne weiter.,<speaker1>Hi #NAME#! Thank you for the information. I will be more than happy to assist you.,<speaker2>Ja bitte,<speaker2>Yes please,2,0,1,1,1,1,5
<speaker2>Ja bitte,<speaker2>Yes please,"<speaker2>Bitte erlauben Sie mir einen Moment, um Ihr Konto zu überprüfen und zu sehen, was los ist",<speaker2>please allow me a moment to check you account and see what's going on,2,1,1,1,1,1,5
"<speaker1>Bitte erlauben Sie mir einen Moment, um Ihr Konto zu überprüfen und zu sehen, was los ist",<speaker1>please allow me a moment to check you account and see what's going on,<speaker2>Okay,<speaker2>OK.,2,0,1,1,1,1,5
<speaker2>Okay,<speaker2>OK.,<speaker2>Ist das richtig?,<speaker2>is the one right?,2,0,1,1,1,1,3
<speaker1>Ist das richtig?,<speaker1>is the one right?,<speaker2>Ja das habe ich 2 mal gekauft und keines bekommen,<speaker2>Yes I bought this 2 times and didn't get one,2,0,1,1,1,1,4
<speaker2>Ja das habe ich 2 mal gekauft und keines bekommen,<speaker2>Yes I bought this 2 times and didn't get one,<speaker2>Sind Sie ger#PRS_ORG# in Ihrem Konto angemeldet?,<speaker2>are you logged into your account right now?,2,0,1,1,1,1,3
<speaker1>Sind Sie ger#PRS_ORG# in Ihrem Konto angemeldet?,<speaker1>are you logged into your account right now?,<speaker2>Ja,<speaker2>Yes.,2,0,1,1,1,1,4
<speaker2>Ja,<speaker2>Yes.,"<speaker2>Verwenden Sie ein #PRS_ORG# Gerät? Ein Smartphone, #PRS_ORG#, PC?","<speaker2>are you using #PRS_ORG#? Some Smartphone, #PRS_ORG#, PC ??",2,0,1,1,1,1,3
"<speaker1>Verwenden Sie ein #PRS_ORG# Gerät? Ein Smartphone, #PRS_ORG#, PC?","<speaker1>are you using #PRS_ORG#? Some Smartphone, #PRS_ORG#, PC ??",<speaker2>Nur mein Handy,<speaker2>Only my mobile phone,2,0,1,1,1,1,4
<speaker2>Nur mein Handy,<speaker2>Only my mobile phone,"<speaker2>Ich werde Ihr eBook jetzt zu Ihrer Liste hinzufügen Sie müssen das Konto auf Ihrem Gerät aktualisieren, um zu sehen, dass es wiedergegeben wird Melden Sie sich einfach in Ihrem Konto ab und wieder an Ich werde Ihnen sagen, wann",<speaker2>I'm going to add your ebook to your list right now you'll need to refresh the account in your device to see it reflected Just sign out / in your account I'll tell you when,2,0,1,1,1,1,4
"<speaker1>Ich werde Ihr eBook jetzt zu Ihrer Liste hinzufügen Sie müssen das Konto auf Ihrem Gerät aktualisieren, um zu sehen, dass es wiedergegeben wird Melden Sie sich einfach in Ihrem Konto ab und wieder an Ich werde Ihnen sagen, wann",<speaker1>I'm going to add your ebook to your list right now you'll need to refresh the account in your device to see it reflected Just sign out / in your account I'll tell you when,<speaker2>Können Sie mir dann den zweiten kauf erstatten so das ich da gleich noch die 05 habe ?,<speaker2>Can you then refund me the second purchase so that I have the 05 at the same time?,2,0,1,1,1,1,4
<speaker2>Können Sie mir dann den zweiten kauf erstatten so das ich da gleich noch die 05 habe ?,<speaker2>Can you then refund me the second purchase so that I have the 05 at the same time?,<speaker2>Einen Moment bitte ja klar,"<speaker2>please hold yes, of course",2,0,1,1,1,1,4
<speaker1>Einen Moment bitte ja klar,"<speaker1>please hold yes, of course",<speaker2>Super jetzt ist es da Können Sie mir dann den zweiten kauf erstatten so das ich da gleich noch die 05 habe ?,<speaker2>Super now it's there Can you then refund me the second purchase so that I have the 05 at the same time?,2,0,1,1,1,1,5
<speaker2>Super jetzt ist es da Können Sie mir dann den zweiten kauf erstatten so das ich da gleich noch die 05 habe ?,<speaker2>Super now it's there Can you then refund me the second purchase so that I have the 05 at the same time?,"<speaker2>ja klar! Wir werden Sie per E-Mail informieren Wenn die Rückerstattung abgeschlossen ist Gibt es noch irgendetwas anderes, bei dem ich Ihnen behilflich sein kann?",<speaker2>yes of course!! We will let you know via email when the refund it's done Is there anything else I can help you with?,2,0,1,1,1,1,5
"<speaker1>ja klar! Wir werden Sie per E-Mail informieren Wenn die Rückerstattung abgeschlossen ist Gibt es noch irgendetwas anderes, bei dem ich Ihnen behilflich sein kann?",<speaker1>yes of course!! We will let you know via email when the refund it's done Is there anything else I can help you with?,<speaker2>Ja also ich möchte das Geld nicht zurück sondern gleich für die 05 eintauschen Ginge das ?,<speaker2>Yes so I don't want to exchange the money back but right for the 05 Was that possible?,2,0,1,1,1,1,5
<speaker2>Ja also ich möchte das Geld nicht zurück sondern gleich für die 05 eintauschen Ginge das ?,<speaker2>Yes so I don't want to exchange the money back but right for the 05 Was that possible?,"<speaker2>sicher! Bitte erlauben Sie mir noch eine Minute, um daran zu arbeiten",<speaker2>sure!!!! please allow me a momet again to work on it,1,0,1,1,1,1,4
"<speaker1>sicher! Bitte erlauben Sie mir noch eine Minute, um daran zu arbeiten",<speaker1>sure!!!! please allow me a momet again to work on it,<speaker2>Ja vielen lieben dank,<speaker2>Yes many love thanks,2,0,1,1,1,1,5
<speaker2>Ja vielen lieben dank,<speaker2>Yes many love thanks,<speaker2>Ist dies das Richtige? Ist es richtig?,<speaker2>is this the one? it's correct ?,2,0,1,1,1,1,4
<speaker1>Ist dies das Richtige? Ist es richtig?,<speaker1>is this the one? it's correct ?,<speaker2>Ja,<speaker2>Yes.,2,0,1,1,1,1,5
<speaker2>Ja,<speaker2>Yes.,<speaker2>Erledigt!,<speaker2>done,2,0,1,1,1,1,5
<speaker1>Erledigt!,<speaker1>done,<speaker2>Vielen Dank,<speaker2>Thank you,2,0,1,1,1,1,5
<speaker2>Vielen Dank,<speaker2>Thank you,"<speaker2>Sie finden es in Ihrer Bibliothek Gibt es noch irgendetwas anderes, bei dem ich Ihnen behilflich sein kann?",<speaker2>you can find it in your library Is there anything else I can help you with?,2,0,1,1,1,1,5
"<speaker1>Sie finden es in Ihrer Bibliothek Gibt es noch irgendetwas anderes, bei dem ich Ihnen behilflich sein kann?",<speaker1>you can find it in your library Is there anything else I can help you with?,<speaker2>Nein jetzt bin ich wunschlos glücklich,<speaker2>No now I'm wishlessly happy,2,0,1,1,1,1,5
<speaker2>Nein jetzt bin ich wunschlos glücklich,<speaker2>No now I'm wishlessly happy,"<speaker2>Vielen Dank, dass Sie sich an #PRS_ORG# gewandt haben. Es war mir eine Freude, Ihnen heute behilflich zu sein. Ich hoffe Sie haben einen tollen Tag. Sie erhalten am Ende dieses Chats eine kurze Umfrage per E-Mail. Es sollte nur einige Minuten dauern, bis Sie fertig sind. Dies hilft bei der Bewertung meiner Kundendienstfertigungen. Vielen Dank im Voraus,","<speaker2>Thank you for contacting #PRS_ORG#, it was my pleasure to assist you today. I hope you have an excellent day. You will receive a short survey via email at the end of this chat. It should only take you a few minutes to complete and will help evaluate my customer service skills. Thank you in advance.",2,1,1,1,1,1,5
"<speaker1>Vielen Dank, dass Sie sich an #PRS_ORG# gewandt haben. Es war mir eine Freude, Ihnen heute behilflich zu sein. Ich hoffe Sie haben einen tollen Tag. Sie erhalten am Ende dieses Chats eine kurze Umfrage per E-Mail. Es sollte nur einige Minuten dauern, bis Sie fertig sind. Dies hilft bei der Bewertung meiner Kundendienstfertigungen. Vielen Dank im Voraus,","<speaker1>Thank you for contacting #PRS_ORG#, it was my pleasure to assist you today. I hope you have an excellent day. You will receive a short survey via email at the end of this chat. It should only take you a few minutes to complete and will help evaluate my customer service skills. Thank you in advance.",<speaker2>🙂,<speaker2>🙂,2,1,1,1,1,1,5
"<speaker2>Okay Das E-Book was ich heute gekauft habe kann ich nicht komplett lesen, wird nur Leseprobe angezeigt! Guten Abend, ich nehme mir die Zeit es nochmal zu beschreiben ich hab mir vor kurzem das Buch #PRS_ORG# gekauft ich kann nur etwa 20 Seiten als Leseprobe lesen! Hallo","<speaker2>OK. The e-book I bought today I can't read completely, will only be shown reading sample! Good evening, I take the time to describe it again I recently bought the book #PRS_ORG# I can only read about 20 pages as a rehearsal! Hello","<speaker2>Hallo #NAME#, erlaube mir einen Moment, um das für Sie zu überprüfen.",<speaker2>Hi #NAME# Allow me a moment to check this for you,2,0,1,1,1,1,5
"<speaker1>Hallo #NAME#, erlaube mir einen Moment, um das für Sie zu überprüfen.",<speaker1>Hi #NAME# Allow me a moment to check this for you,<speaker2>Gerne,<speaker2>I would like to,2,0,1,1,1,1,5
<speaker2>Gerne,<speaker2>I would like to,<speaker2>Auf welchem Gerät haben Sie dieses Problem?,<speaker2>On which device are you having this problem?,2,0,1,1,1,1,5
<speaker1>Auf welchem Gerät haben Sie dieses Problem?,<speaker1>On which device are you having this problem?,"<speaker2>Auf meinem #PRS_ORG# , #PRS_ORG# tablet","<speaker2>On my #PRS_ORG#, #PRS_ORG# tablet",2,0,1,1,1,1,4
"<speaker2>Auf meinem #PRS_ORG# , #PRS_ORG# tablet","<speaker2>On my #PRS_ORG#, #PRS_ORG# tablet",<speaker2>Ich werde eine neue Datei hinzufügen Synchronisieren Sie bitte Ihre App Ihr Buch sollte weg sein,"<speaker2>I will add a new file Sync your app, please Your book should be gone",2,0,1,1,1,1,5
<speaker1>Ich werde eine neue Datei hinzufügen Synchronisieren Sie bitte Ihre App Ihr Buch sollte weg sein,"<speaker1>I will add a new file Sync your app, please Your book should be gone",<speaker2>ist weg in der app,<speaker2>Is gone in the app,2,0,1,1,1,1,5
<speaker2>ist weg in der app,<speaker2>Is gone in the app,"<speaker2>Ok, ich werde es erneut hinzufügen Synchronisieren Sie Ihre App erneut. Das Buch sollte zurück sein","<speaker2>Ok, I will add it again Sync your app again, the book should be back",2,0,1,1,1,1,5
"<speaker1>Ok, ich werde es erneut hinzufügen Synchronisieren Sie Ihre App erneut. Das Buch sollte zurück sein","<speaker1>Ok, I will add it again Sync your app again, the book should be back",<speaker2>Okay Werden wieder nur Leseprobe angezeigt,<speaker2>OK. Will be displayed again only reading sample,1,0,1,1,1,1,3
<speaker2>Okay Werden wieder nur Leseprobe angezeigt,<speaker2>OK. Will be displayed again only reading sample,<speaker2>Sie haben es nur als Vorschau gesehen?,<speaker2>You saw it only as a preview?,2,0,1,1,1,1,3
<speaker1>Sie haben es nur als Vorschau gesehen?,<speaker1>You saw it only as a preview?,<speaker2>Habe in app am Handy nur wie erst gesehen,<speaker2>Have in app on mobile phone only as seen first,2,0,1,1,1,1,3
<speaker2>Habe in app am Handy nur wie erst gesehen,<speaker2>Have in app on mobile phone only as seen first,"<speaker2>Ok, ich werde es vollständig löschen","<speaker2>OK, I will completely delete it",2,0,1,1,1,1,3
"<speaker1>Ok, ich werde es vollständig löschen","<speaker1>OK, I will completely delete it",<speaker2>Habe in app am Handy nur wie erst gesehen,<speaker2>Have in app on mobile phone only as seen first,2,0,1,1,1,1,3
<speaker2>Habe in app am Handy nur wie erst gesehen,<speaker2>Have in app on mobile phone only as seen first,"<speaker2>Synchronisieren Sie bitte Ihre App, um das Buch zu löschen","<speaker2>Sync your app to delete the book, please",2,0,1,1,1,1,3
"<speaker1>Synchronisieren Sie bitte Ihre App, um das Buch zu löschen","<speaker1>Sync your app to delete the book, please",<speaker2>Ist aus app weg,<speaker2>Is gone from app,2,0,1,1,1,1,4
<speaker2>Ist aus app weg,<speaker2>Is gone from app,"<speaker2>Ok, einen Moment bitte.","<speaker2>OK, one moment please",2,0,1,1,1,1,4
"<speaker1>Ok, einen Moment bitte.","<speaker1>OK, one moment please",<speaker2>Gut,<speaker2>Good.,2,0,1,1,1,1,4
<speaker2>Gut,<speaker2>Good.,"<speaker2>Ich habe es vollständig neu hinzugefügt Versuchen Sie erneut, eine Synchronisierung durchzuführen",<speaker2>I have add it completely new Try to sync again,2,0,1,1,1,1,4
"<speaker1>Ich habe es vollständig neu hinzugefügt Versuchen Sie erneut, eine Synchronisierung durchzuführen",<speaker1>I have add it completely new Try to sync again,<speaker2>Schaue gerade ob es endlich komplett da ist Es lad gerade noch,<speaker2>Just look if it's finally complete there It's just still loading,1,0,1,1,1,1,4
<speaker2>Schaue gerade ob es endlich komplett da ist Es lad gerade noch,<speaker2>Just look if it's finally complete there It's just still loading,"<speaker2>Lassen Sie mich wissen, was passiert, sobald es fertig ist",<speaker2>Let me know what happens once is done,2,0,1,1,1,1,4
"<speaker1>Lassen Sie mich wissen, was passiert, sobald es fertig ist",<speaker1>Let me know what happens once is done,<speaker2>Okay dauert noch mit laden,<speaker2>Okay still lasts with loading,2,0,1,1,1,1,4
<speaker2>Okay dauert noch mit laden,<speaker2>Okay still lasts with loading,<speaker2>Immer noch am L#PRS_ORG#n?,<speaker2>Still loading?,2,0,1,1,1,1,3
<speaker1>Immer noch am L#PRS_ORG#n?,<speaker1>Still loading?,<speaker2>Ja lädt immer noch,<speaker2>Yes still loads,2,0,1,1,1,1,4
<speaker2>Ja lädt immer noch,<speaker2>Yes still loads,"<speaker2>Versuchen Sie, Folgendes zu tun Auf der #PRS_ORG#-App: 1 Tippen Sie oben links auf das Menüsymbol. 2 Tippen Sie auf Einstellungen. 3 Tippen Sie auf Ihr #PRS_ORG#-Konto reparieren. 4 Tippen Sie auf Jetzt reparieren.",<speaker2>Try to do the following On the #PRS_ORG# app: 1 Tap the Menu icon at the top left corner. 2 Tap Settings. 3 Tap Repair your #PRS_ORG# account. 4 Tap Repair now.,2,0,1,1,1,1,4
"<speaker1>Versuchen Sie, Folgendes zu tun Auf der #PRS_ORG#-App: 1 Tippen Sie oben links auf das Menüsymbol. 2 Tippen Sie auf Einstellungen. 3 Tippen Sie auf Ihr #PRS_ORG#-Konto reparieren. 4 Tippen Sie auf Jetzt reparieren.",<speaker1>Try to do the following On the #PRS_ORG# app: 1 Tap the Menu icon at the top left corner. 2 Tap Settings. 3 Tap Repair your #PRS_ORG# account. 4 Tap Repair now.,<speaker2>Kann es jetzt nicht machen ist etwas anders die app die ich habe aber der Download sieht gut aus,<speaker2>Can't do it now is something different the app I have but the download looks good,1,0,1,1,1,1,3
<speaker2>Kann es jetzt nicht machen ist etwas anders die app die ich habe aber der Download sieht gut aus,<speaker2>Can't do it now is something different the app I have but the download looks good,"<speaker2>Gut, Sie haben das ganze Buch?","<speaker2>Good, you have the full book?",2,0,1,1,1,1,3
"<speaker1>Gut, Sie haben das ganze Buch?","<speaker1>Good, you have the full book?",<speaker2>Okay  etwa 18 MByte Werde jetzt raus gehen und hoffen ich kann richtig weiter lesen danke für Hilfe Frohes neues Jahre noch,<speaker2>Okay about 18 MByte Will go out now and hope I can continue reading correctly thank you for help Happy new years still,1,0,1,1,1,1,4
<speaker2>Okay  etwa 18 MByte Werde jetzt raus gehen und hoffen ich kann richtig weiter lesen danke für Hilfe Frohes neues Jahre noch,<speaker2>Okay about 18 MByte Will go out now and hope I can continue reading correctly thank you for help Happy new years still,"<speaker2>Natürlich hoffe ich, dass Sie Ihr Buch genießen! Vielen Dank, dass Sie sich an #PRS_ORG# gewandt haben. Es war mir eine Freude, Ihnen heute behilflich zu sein. Ich hoffe, Sie haben einen tollen Tag. Frohes neues Jahr!","<speaker2>Of course, I hope you enjoy your bok! Thank you for contacting #PRS_ORG#, it was my pleasure to assist you today. I hope you have an excellent day. Happy new year!",2,0,1,1,1,1,5
"<speaker1>Natürlich hoffe ich, dass Sie Ihr Buch genießen! Vielen Dank, dass Sie sich an #PRS_ORG# gewandt haben. Es war mir eine Freude, Ihnen heute behilflich zu sein. Ich hoffe, Sie haben einen tollen Tag. Frohes neues Jahr!","<speaker1>Of course, I hope you enjoy your bok! Thank you for contacting #PRS_ORG#, it was my pleasure to assist you today. I hope you have an excellent day. Happy new year!",<speaker2>Ja habe schon die anderen verschlungen Schönen Abend,"<speaker2>Yes, the others have already swallowed up Beautiful evening",2,0,1,1,1,1,5
<speaker2>Ja habe schon die anderen verschlungen Schönen Abend,"<speaker2>Yes, the others have already swallowed up Beautiful evening",<speaker2>Vielen Dank!,<speaker2>Thanks!,2,0,1,1,1,1,5
"<speaker2>Hallo, ich möchte mein Passwort zurücksetzen. Ich habe die entsprechende Option gewählt, erhalte aber keine Mail. #EMAIL# Ich schaue sofort nach #PRS_ORG#","<speaker2>Hello, I want to reset my password. I have chosen the appropriate option, but I do not receive an email. #EMAIL# I look at it immediately #PRS_ORG#","<speaker2>Danke für die Information. Lassen Sie mich das überprüfen. Ich werde eine E-Mail von meinem System senden. Bitte teilen Sie mir mit, ob dieser Link funktioniert Bitte denken Sie daran, die #PRS_ORG#-Anmeldeoption zu verwenden","<speaker2>Thank you for the information Let me check on it I will send an email from my system, please inform if that link works Done, remember to use the #PRS_ORG# login option",2,0,1,1,1,1,5
"<speaker1>Danke für die Information. Lassen Sie mich das überprüfen. Ich werde eine E-Mail von meinem System senden. Bitte teilen Sie mir mit, ob dieser Link funktioniert Bitte denken Sie daran, die #PRS_ORG#-Anmeldeoption zu verwenden","<speaker1>Thank you for the information Let me check on it I will send an email from my system, please inform if that link works Done, remember to use the #PRS_ORG# login option","<speaker2>Vielen Dank, ich probiere es und gebe Ihnen gleich eine Rückmeldung, ob der Link funktioniert.","<speaker2>Thank you, I try it and give you a feedback if the link works.",2,0,1,1,1,1,5
"<speaker2>Vielen Dank, ich probiere es und gebe Ihnen gleich eine Rückmeldung, ob der Link funktioniert.","<speaker2>Thank you, I try it and give you a feedback if the link works.","<speaker2>Großartig, ich werde hier bleiben, ich kann Sie auch per E-Mail kontaktieren, um uns zu informieren, ob es funktioniert","<speaker2>Great, I will remain here, I can also contact you via email to inform if it works",2,0,1,1,1,1,5
"<speaker1>Großartig, ich werde hier bleiben, ich kann Sie auch per E-Mail kontaktieren, um uns zu informieren, ob es funktioniert","<speaker1>Great, I will remain here, I can also contact you via email to inform if it works",<speaker2>Es ist bisher noch keine Mail angekommen. Unverändert noch keine Mail da,<speaker2>No mail has arrived yet. Unchanged still no mail since,2,0,1,1,1,1,3
<speaker2>Es ist bisher noch keine Mail angekommen. Unverändert noch keine Mail da,<speaker2>No mail has arrived yet. Unchanged still no mail since,<speaker2>Ich werde den Link direkt über diesen Chat senden. Geben Sie mir bitte einen Moment Bitte benutzen Sie diesen Link,"<speaker2>I will directly send the link through this chat, allow me a moment, please Please use this link",2,0,1,1,1,1,3
<speaker1>Ich werde den Link direkt über diesen Chat senden. Geben Sie mir bitte einen Moment Bitte benutzen Sie diesen Link,"<speaker1>I will directly send the link through this chat, allow me a moment, please Please use this link",<speaker2>ok,<speaker2>OK.,2,0,1,1,1,1,4
<speaker2>ok,<speaker2>OK.,<speaker2>Funktioniert es?,<speaker2>Is it working?,2,0,1,1,1,1,4
<speaker1>Funktioniert es?,<speaker1>Is it working?,"<speaker2>Ich konnte das Passwort zwar ändern, aber bei der Anmeldung bekomme ich wieder nur eine Fehlermeldung","<speaker2>I was able to change the password, but when logging in I only get an error message",2,0,1,1,1,1,3
"<speaker2>Ich konnte das Passwort zwar ändern, aber bei der Anmeldung bekomme ich wieder nur eine Fehlermeldung","<speaker2>I was able to change the password, but when logging in I only get an error message",<speaker2>Welche Fehlermeldung?,<speaker2>Which error message?,2,0,1,1,1,1,3
<speaker1>Welche Fehlermeldung?,<speaker1>Which error message?,<speaker2>Dass kein Konto mit meiner Email-Adresse oder meinem Passwort gefunden werden konnte,<speaker2>That no account could be found with my email address or password,2,0,1,1,1,1,3
<speaker2>Dass kein Konto mit meiner Email-Adresse oder meinem Passwort gefunden werden konnte,<speaker2>That no account could be found with my email address or password,<speaker2>Verwenden Sie die #PRS_ORG#-Option?,<speaker2>Are you using the #PRS_ORG# option?,2,0,1,1,1,1,3
<speaker1>Verwenden Sie die #PRS_ORG#-Option?,<speaker1>Are you using the #PRS_ORG# option?,<speaker2>ja,<speaker2>Yes.,2,0,,1,1,1,3
<speaker2>ja,<speaker2>Yes.,<speaker2>Mit welchem Gerät melden Sie sich an?,<speaker2>Which device are you using to login?,2,0,1,1,1,3,3
<speaker1>Mit welchem Gerät melden Sie sich an?,<speaker1>Which device are you using to login?,<speaker2>Mit meinem Laptop,<speaker2>With my laptop,2,0,1,3,3,1,3
<speaker2>Mit meinem Laptop,<speaker2>With my laptop,<speaker2>Ist es die Website oder #PRS_ORG#?,<speaker2>Is it the Website or the #PRS_ORG#?,2,0,1,1,1,1,3
<speaker1>Ist es die Website oder #PRS_ORG#?,<speaker1>Is it the Website or the #PRS_ORG#?,<speaker2>Die Website,<speaker2>The website,2,0,1,1,1,1,3
<speaker2>Die Website,<speaker2>The website,<speaker2>Können wir #PRS_ORG# ausprobieren? Es kann unter #URL# heruntergeladen werden,"<speaker2>Can we try the #PRS_ORG#?, it can be downlosded at #URL#",1,0,1,1,1,1,3
<speaker1>Können wir #PRS_ORG# ausprobieren? Es kann unter #URL# heruntergeladen werden,"<speaker1>Can we try the #PRS_ORG#?, it can be downlosded at #URL#",<speaker2>Dann probiere ich das aus,<speaker2>Then I try it out,2,0,1,1,1,1,4
<speaker2>Dann probiere ich das aus,<speaker2>Then I try it out,"<speaker2>Vielen Dank, auf #PRS_ORG#, wählen Sie Apps und #PRS_ORG#s, Apps und #PRS_ORG# Desktop aus Sie können es dort herunterl#PRS_ORG#n Wie gehts?","<speaker2>Thank you, at #PRS_ORG#, please choose Apps and #PRS_ORG#s, Apps and #PRS_ORG# Desktop You can download it there How is it going?",2,0,1,1,1,1,4
"<speaker1>Vielen Dank, auf #PRS_ORG#, wählen Sie Apps und #PRS_ORG#s, Apps und #PRS_ORG# Desktop aus Sie können es dort herunterl#PRS_ORG#n Wie gehts?","<speaker1>Thank you, at #PRS_ORG#, please choose Apps and #PRS_ORG#s, Apps and #PRS_ORG# Desktop You can download it there How is it going?",<speaker2>Auch bei dem #PRS_ORG# Desktop funktioniert die Anmeldung leider nicht,<speaker2>Also with the #PRS_ORG# desktop the login unfortunately does not work,2,0,1,1,1,1,3
<speaker2>Auch bei dem #PRS_ORG# Desktop funktioniert die Anmeldung leider nicht,<speaker2>Also with the #PRS_ORG# desktop the login unfortunately does not work,"<speaker2>Seltsam, können Sie ein anderes Gerät ausprobieren?","<speaker2>Strange, can you try any other device?",2,0,1,1,1,1,3
"<speaker1>Seltsam, können Sie ein anderes Gerät ausprobieren?","<speaker1>Strange, can you try any other device?",<speaker2>ok,<speaker2>OK.,2,0,1,1,1,1,3
<speaker2>ok,<speaker2>OK.,"<speaker2>Vielen Dank, ich werde hier bleiben","<speaker2>Thank you, I will remain here",2,0,1,1,1,1,4
"<speaker1>Vielen Dank, ich werde hier bleiben","<speaker1>Thank you, I will remain here",<speaker2>Auf dem #PRS_ORG# kann ich mich auch nicht anmelden,<speaker2>I can't sign in on the #PRS_ORG# either,2,0,1,1,1,1,3
<speaker2>Auf dem #PRS_ORG# kann ich mich auch nicht anmelden,<speaker2>I can't sign in on the #PRS_ORG# either,"<speaker2>Lassen Sie mich die neuesten Berichte überprüfen, der Server befindet sich möglicherweise in Wartung","<speaker2>Let me check on recent reports, the server might be under maintenance",2,0,1,1,1,1,3
