ctx_src,ctx_tgt,res_src,res_tgt,correctness,templated,engagement,understanding,sensibleness,politeness,iq
<speaker2>Olá #NAME#. Como vai? Queria analisar todos os planos do #PRS_ORG# x valores mas não consigo no site... preciso assinar primeiro o teste por alguns dias para poder ter acesso a esta informação?,<speaker2>Hello #NAME#. How do you go? I wanted to analyze all the plans of the #PRS_ORG# x values But I can't on the site... Do I need to sign the test first for a few days in order to have access to this information?,"<speaker2>Por favor, aguarde enquanto eu verifico isso para você",<speaker2>Kindly hold on while I check on this for you,2,1,1,1,1,1,4
"<speaker1>Por favor, aguarde enquanto eu verifico isso para você",<speaker1>Kindly hold on while I check on this for you,<speaker2>ok. muito obrigada!,<speaker2>Ok. Thank you very much!,2,0,1,1,1,1,4
<speaker2>ok. muito obrigada!,<speaker2>Ok. Thank you very much!,"<speaker2>Aqui estão os planos atualmente disponíveis em sua cidade: 15 créditos por R$99 30 créditos por R$189 #NUMBER# créditos por R$299 Posso ajudar com mais alguma coisa? Parece que você está ocupada agora, então eu vou fechar o chat. Se você tiver outras perguntas ou quiser entrar em contato conosco, pode fazê-lo aqui: #URL# Tenha um ótimo dia :)","<speaker2>Here are the currently available plans in your city: 15 credits for R$99 30 credits for R$189 #NUMBER# credits for R$299 Is there anything else I can help with? It seems like you're busy right now, so I'm going to close out the chat. If you have any other questions or want to get back in contact with us, you can do so here: #URL# Have a great day!",2,1,1,1,1,1,3
"<speaker1>Aqui estão os planos atualmente disponíveis em sua cidade: 15 créditos por R$99 30 créditos por R$189 #NUMBER# créditos por R$299 Posso ajudar com mais alguma coisa? Parece que você está ocupada agora, então eu vou fechar o chat. Se você tiver outras perguntas ou quiser entrar em contato conosco, pode fazê-lo aqui: #URL# Tenha um ótimo dia :)","<speaker1>Here are the currently available plans in your city: 15 credits for R$99 30 credits for R$189 #NUMBER# credits for R$299 Is there anything else I can help with? It seems like you're busy right now, so I'm going to close out the chat. If you have any other questions or want to get back in contact with us, you can do so here: #URL# Have a great day!",<speaker2>puts não consegui tirar a minha dúvida ainda conseguem me ajudar?,<speaker2>Puts I could not take my doubt yet Can you help me?,0,0,1,1,1,1,2
<speaker2>puts não consegui tirar a minha dúvida ainda conseguem me ajudar?,<speaker2>Puts I could not take my doubt yet Can you help me?,<speaker2>Certo! Fico feliz em ajudá-la aqui!,<speaker2>Sure. Happy to help you here!,2,0,1,1,1,1,4
<speaker1>Certo! Fico feliz em ajudá-la aqui!,<speaker1>Sure. Happy to help you here!,<speaker2>gostaria de reativar a minha conta neste momento mas só conta a renovaçao automática de 30 créditos... gostaria de 15,<speaker2>I would like to reactivate My account at this time But it only counts on automatic renewal of 30 credits... I would like 15,2,0,1,1,1,1,4
<speaker2>gostaria de reativar a minha conta neste momento mas só conta a renovaçao automática de 30 créditos... gostaria de 15,<speaker2>I would like to reactivate My account at this time But it only counts on automatic renewal of 30 credits... I would like 15,<speaker2>Deixe-me ajudá-lo a reativar a conta. Aqui estão os planos atualmente disponíveis em sua cidade: 15 créditos por R$99 30 créditos por R$189 #NUMBER# créditos por R$299,<speaker2>Let me help you reactivate the account. Here are the currently available plans in your city: 15 credits for R$99 30 credits for R$189 #NUMBER# credits for R$299,2,0,1,1,1,1,4
<speaker1>Deixe-me ajudá-lo a reativar a conta. Aqui estão os planos atualmente disponíveis em sua cidade: 15 créditos por R$99 30 créditos por R$189 #NUMBER# créditos por R$299,<speaker1>Let me help you reactivate the account. Here are the currently available plans in your city: 15 credits for R$99 30 credits for R$189 #NUMBER# credits for R$299,<speaker2>vc consegue ver para mim quantos créditos uma modabilidade de uma academia cadastra cobra ? para eu ter noção de quanto devo assinar?,<speaker2>Vc can see to me how many credits a modability of a cadastre academy charges? For me to be aware of how much should I sign?,1,0,1,1,1,1,4
<speaker2>vc consegue ver para mim quantos créditos uma modabilidade de uma academia cadastra cobra ? para eu ter noção de quanto devo assinar?,<speaker2>Vc can see to me how many credits a modability of a cadastre academy charges? For me to be aware of how much should I sign?,"<speaker2>Parece que as aulas podem variar de 4 a 6 créditos. O preço será ajustado com base no horário da reserva, na hora da aula e em vários outros fatores. Observe que essa é uma estimativa do que você pode esperar deste estúdio, no momento.","<speaker2>It looks like classes can range from 4 - 6 credits. The price would adjust based on the time you’re booking, what time your class is, and a number of other factors. Please note that this is an estimate of what you can expect for this studio, at this time.",2,1,1,1,1,1,4
"<speaker1>Parece que as aulas podem variar de 4 a 6 créditos. O preço será ajustado com base no horário da reserva, na hora da aula e em vários outros fatores. Observe que essa é uma estimativa do que você pode esperar deste estúdio, no momento.","<speaker1>It looks like classes can range from 4 - 6 credits. The price would adjust based on the time you’re booking, what time your class is, and a number of other factors. Please note that this is an estimate of what you can expect for this studio, at this time.",<speaker2>o estúdio que estou falando é a #PRS_ORG# vc consegue ver aí?,<speaker2>The studio I'm talking about is #PRS_ORG# Can you see that?,1,0,1,1,1,1,4
<speaker2>o estúdio que estou falando é a #PRS_ORG# vc consegue ver aí?,<speaker2>The studio I'm talking about is #PRS_ORG# Can you see that?,<speaker2>Deixe-me verificar isso para você.,<speaker2>Let me check that for you.,2,1,1,1,1,1,4
<speaker1>Deixe-me verificar isso para você.,<speaker1>Let me check that for you.,<speaker2>muito obrigada seria sessão de massagem na academia #PRS_ORG# localizado no Campo Belo.,<speaker2>Thank you very much It would be a massage session at the #PRS_ORG# academy located in Campo Belo.,2,0,1,1,1,1,4
<speaker2>muito obrigada seria sessão de massagem na academia #PRS_ORG# localizado no Campo Belo.,<speaker2>Thank you very much It would be a massage session at the #PRS_ORG# academy located in Campo Belo.,<speaker2>A massagem pode variar de 8 a 10 créditos.,<speaker2>Massage can range from 8 - 10 credits.,2,1,1,1,1,1,4
<speaker1>A massagem pode variar de 8 a 10 créditos.,<speaker1>Massage can range from 8 - 10 credits.,<speaker2>nossa tudo isso. rs e para eu alterar o preencimento automática da minha renovaçaõ. vi que posso ter 14 dias grátis e 10 créditos... posso cancelar até quando para não haver cobrança?,<speaker2>Our All this. Rs And for me to change the automatic gripping of my renewal. I saw that I can have 14 days free and 10 credits... Can I cancel until when there is no charge?,1,0,1,1,1,1,3
<speaker2>nossa tudo isso. rs e para eu alterar o preencimento automática da minha renovaçaõ. vi que posso ter 14 dias grátis e 10 créditos... posso cancelar até quando para não haver cobrança?,<speaker2>Our All this. Rs And for me to change the automatic gripping of my renewal. I saw that I can have 14 days free and 10 credits... Can I cancel until when there is no charge?,<speaker2>Está correto.,<speaker2>That's correct.,2,0,0,0,0,1,2
<speaker1>Está correto.,<speaker1>That's correct.,<speaker2>quanto tempo antes posso cancelar para não haver conbança?,<speaker2>How long before can I cancel so that there is no conbança?,0,0,1,1,1,1,2
"<speaker2>Olá, os planos da #NAME# são para academias?","<speaker2>Hello, are #NAME#'s plans for academies?","<speaker2>Olá, #NAME#.",<speaker2>Hello #NAME#,2,1,1,1,1,1,5
"<speaker1>Olá, #NAME#.",<speaker1>Hello #NAME#,"<speaker2>oi, os planos da #PRS_ORG# são para academias?","<speaker2>Hi, are #PRS_ORG# 's plans for academies?",2,0,1,1,1,1,5
"<speaker2>oi, os planos da #PRS_ORG# são para academias?","<speaker2>Hi, are #PRS_ORG# 's plans for academies?",<speaker2>Você quer dizer um nome corporativo de Academias?,<speaker2>Do you mean a corporate name Academies?,2,0,1,1,1,1,4
<speaker1>Você quer dizer um nome corporativo de Academias?,<speaker1>Do you mean a corporate name Academies?,"<speaker2>não para empresas, mas planos individuais que uma pessoa física pode contratar para frequentar academias","<speaker2>Not for companies, but individual plans that a physical person can hire to attend academies",2,0,1,1,1,1,4
"<speaker2>não para empresas, mas planos individuais que uma pessoa física pode contratar para frequentar academias","<speaker2>Not for companies, but individual plans that a physical person can hire to attend academies","<speaker2>Temos planos diferentes, mas posso perguntar qual é o seu Estado e cidade para que eu forneça planos disponíveis em sua área?",<speaker2>We have different plans but may I ask for your state and city for me to provide available plans in your area,2,1,1,1,1,1,4
"<speaker1>Temos planos diferentes, mas posso perguntar qual é o seu Estado e cidade para que eu forneça planos disponíveis em sua área?",<speaker1>We have different plans but may I ask for your state and city for me to provide available plans in your area,<speaker2>como funciona esses planos diferentes? #NAME#,<speaker2>How does these different plans work? #NAME#,2,0,0,1,1,1,4
<speaker2>como funciona esses planos diferentes? #NAME#,<speaker2>How does these different plans work? #NAME#,"<speaker2>#PRS_ORG# é um serviço de assinatura mensal que oferece acesso à maior rede de fitness do mundo. Nós fazemos parcerias com mais de 20.000 estúdios em cidades em todo o mundo para oferecer aulas presenciais e opções de transmissão ao vivo. Cada mês você receberá um certo número de créditos para usar: o número de aulas que você pode fazer cada ciclo depende do plano de assinatura, e você escolhe como usar seu créditos. Você pode reservar aulas que variam de ioga a Barre a ciclismo a arte marcial. Em muitas cidades, também há opções de bem-estar como massagens ou cortes de cabelo! Ao se inscrever, você também terá acesso à nossa biblioteca de vídeos sob pedido. Isso está incluído na sua assinatura e há muitos vídeos disponíveis. Então, se você deseja experimentar um novo tipo de treino ou só quiser fazer em um treino em casa, eu incentivo você a dar uma olhada: Aqui estão os planos disponíveis em sua área: R$35 5 créditos R$99 15 créditos R$189 30 créditos R$299 #NUMBER# créditos R$499 #NUMBER# créditos","<speaker2>#PRS_ORG# is a monthly subscription service which provides access to the world’s largest fitness network. We partner with over 20,000 studios in cities all over the world to offer both in-person classes as well as livestream options. Each month you get a certain number of credits to use: the number of classes you can take each cycle depends on your membership plan, and you choose how to use your credits. You can book classes ranging from yoga to barre to cycling to martial arts. In many cities, there are also wellness options like massages or haircuts! When you sign up, you'll also have access to our video on-demand library. This is included in your membership, and there are tons of videos available. So if you are wanting to try out a new type of workout or just want to get in a workout at home, I encourage you to check those out. Here are the available plans in your area R$35 5 credits R$99 15 credits R$189 30 credits R$299 #NUMBER# credits R$499 #NUMBER# credits",2,1,1,1,1,1,5
"<speaker1>#PRS_ORG# é um serviço de assinatura mensal que oferece acesso à maior rede de fitness do mundo. Nós fazemos parcerias com mais de 20.000 estúdios em cidades em todo o mundo para oferecer aulas presenciais e opções de transmissão ao vivo. Cada mês você receberá um certo número de créditos para usar: o número de aulas que você pode fazer cada ciclo depende do plano de assinatura, e você escolhe como usar seu créditos. Você pode reservar aulas que variam de ioga a Barre a ciclismo a arte marcial. Em muitas cidades, também há opções de bem-estar como massagens ou cortes de cabelo! Ao se inscrever, você também terá acesso à nossa biblioteca de vídeos sob pedido. Isso está incluído na sua assinatura e há muitos vídeos disponíveis. Então, se você deseja experimentar um novo tipo de treino ou só quiser fazer em um treino em casa, eu incentivo você a dar uma olhada: Aqui estão os planos disponíveis em sua área: R$35 5 créditos R$99 15 créditos R$189 30 créditos R$299 #NUMBER# créditos R$499 #NUMBER# créditos","<speaker1>#PRS_ORG# is a monthly subscription service which provides access to the world’s largest fitness network. We partner with over 20,000 studios in cities all over the world to offer both in-person classes as well as livestream options. Each month you get a certain number of credits to use: the number of classes you can take each cycle depends on your membership plan, and you choose how to use your credits. You can book classes ranging from yoga to barre to cycling to martial arts. In many cities, there are also wellness options like massages or haircuts! When you sign up, you'll also have access to our video on-demand library. This is included in your membership, and there are tons of videos available. So if you are wanting to try out a new type of workout or just want to get in a workout at home, I encourage you to check those out. Here are the available plans in your area R$35 5 credits R$99 15 credits R$189 30 credits R$299 #NUMBER# credits R$499 #NUMBER# credits","<speaker2>Obrigada por me informar os valores! E eu estou buscando um plano que possibilite frequentar academias físicas por exemplo 24h, amc e não aulas online.","<speaker2>Thank you for informing me of the values! And I am looking for a plan that allows you to attend physical academies for example 24h, amc and not online classes.",2,0,1,1,1,1,5
"<speaker2>Obrigada por me informar os valores! E eu estou buscando um plano que possibilite frequentar academias físicas por exemplo 24h, amc e não aulas online.","<speaker2>Thank you for informing me of the values! And I am looking for a plan that allows you to attend physical academies for example 24h, amc and not online classes.","<speaker2>Se você está procurando um estúdio de aulas presenciais, temos uma funcionalidade que ajuda você a pesquisar no app ou na web. Você pode verificar os estúdios que temos no #PRS_ORG# e seus horários, acessando #URL#. De lá, você pode selecionar a cidade em que você está interessada e alternar entre mapa e exibição de lista. Procurando pela programação de um estúdio específico? Basta procurar nesse estúdio e você poderá ver a programação deles no #PRS_ORG#! Olá, ainda estamos conectados?","<speaker2>If you are looking for an in-class studio we have a feature that helps you search it on the app or web You can check out the studios we have on #PRS_ORG# and their schedules by heading over to #URL# From there, you can select the city you are interested in as well as toggle between a map and list view. Looking for a particular studio's schedule? Just search for that studio and you will be able to see their schedule on #PRS_ORG#! Hello are we still connected?",2,1,1,1,1,1,4
"<speaker1>Se você está procurando um estúdio de aulas presenciais, temos uma funcionalidade que ajuda você a pesquisar no app ou na web. Você pode verificar os estúdios que temos no #PRS_ORG# e seus horários, acessando #URL#. De lá, você pode selecionar a cidade em que você está interessada e alternar entre mapa e exibição de lista. Procurando pela programação de um estúdio específico? Basta procurar nesse estúdio e você poderá ver a programação deles no #PRS_ORG#! Olá, ainda estamos conectados?","<speaker1>If you are looking for an in-class studio we have a feature that helps you search it on the app or web You can check out the studios we have on #PRS_ORG# and their schedules by heading over to #URL# From there, you can select the city you are interested in as well as toggle between a map and list view. Looking for a particular studio's schedule? Just search for that studio and you will be able to see their schedule on #PRS_ORG#! Hello are we still connected?","<speaker2>oi, estou aqui obrigada pelas informaçoes","<speaker2>Hi, I'm here Thank you for the information",2,0,1,1,1,1,5
"<speaker2>oi, estou aqui obrigada pelas informaçoes","<speaker2>Hi, I'm here Thank you for the information",<speaker2>Obrigada: 0,<speaker2>Thank you :0,2,0,1,1,1,1,5
<speaker1>Obrigada: 0,<speaker1>Thank you :0,<speaker2>boa semana,<speaker2>Good week,2,0,1,1,1,1,5
<speaker2>boa semana,<speaker2>Good week,"<speaker2>De nada! Se você tiver mais alguma dúvida, entre em contato conosco aqui: #URL# Tenha um bom dia!","<speaker2>You are so much welcome If you have any more questions, please feel free to contact us here: #URL# Have a nice day!",2,1,1,1,1,1,5
<speaker2>Vocês estao cobrando indevido do meu cartão,<speaker2>You are charging misuse of my card,"<speaker2>Bom dia, #NAME#! Desculpe por qualquer confusão aqui! Fico feliz em verificar e resolver isso para você! Apenas um momento enquanto eu puxo sua conta. :) Para me ajudar a encontrar a cobrança que você mencionou, por favor, poderia fornecer os seguintes detalhes: - Nome e sobrenome no cartão que foi cobrado. - Tipo de cartão cobrado (#PRS_ORG#, #PRS_ORG#, #PRS_ORG#, etc.). - Últimos 4 dígitos do cartão cobrado. - Data de validade do cartão que foi cobrado. #NAME? #NAME? #NAME?","<speaker2>Good day, #NAME#! Sorry for any confusion here. I'm happy to check and resolve this for you! Just one moment while I pull up your account :) In order to help me look up the charge you referenced, would you please provide the following details: #NAME? - Card type that was charged (#PRS_ORG#, #PRS_ORG#, #PRS_ORG#, etc.) - Last 4 digits of the card that was charged #NAME? #NAME? #NAME? #NAME?",2,1,1,1,1,1,5
"<speaker1>Bom dia, #NAME#! Desculpe por qualquer confusão aqui! Fico feliz em verificar e resolver isso para você! Apenas um momento enquanto eu puxo sua conta. :) Para me ajudar a encontrar a cobrança que você mencionou, por favor, poderia fornecer os seguintes detalhes: - Nome e sobrenome no cartão que foi cobrado. - Tipo de cartão cobrado (#PRS_ORG#, #PRS_ORG#, #PRS_ORG#, etc.). - Últimos 4 dígitos do cartão cobrado. - Data de validade do cartão que foi cobrado. #NAME? #NAME? #NAME?","<speaker1>Good day, #NAME#! Sorry for any confusion here. I'm happy to check and resolve this for you! Just one moment while I pull up your account :) In order to help me look up the charge you referenced, would you please provide the following details: #NAME? - Card type that was charged (#PRS_ORG#, #PRS_ORG#, #PRS_ORG#, etc.) - Last 4 digits of the card that was charged #NAME? #NAME? #NAME? #NAME?",<speaker2>#NAME# #PRS_ORG# #NUMBER# DATA DE CANCELAMENTO: faz um ano já Cobrança: R$ #NUMBER#,<speaker2>#NAME# #PRS_ORG# #NUMBER# Date OF CANCELLATION: A year ago Charging: R$ #NUMBER#,2,0,0,1,1,1,5
<speaker2>#NAME# #PRS_ORG# #NUMBER# DATA DE CANCELAMENTO: faz um ano já Cobrança: R$ #NUMBER#,<speaker2>#NAME# #PRS_ORG# #NUMBER# Date OF CANCELLATION: A year ago Charging: R$ #NUMBER#,"<speaker2>Obrigado por me fornecer essas informações, #NAME#! Ao verificar, você foi cobrada pelo preço da assinatura de R$ #NUMBER# em 21 de fevereiro de 2020, para renovar seu plano. Você entrou em contato conosco e oferecemos uma opção para alterá-lo para nosso plano Lite de 5 créditos por R$ #NUMBER#,00 e reembolsamos a diferença de R$ 154,00. O reembolso já foi emitido. Você pode verificar isso com seu banco para mais detalhes. Também enviarei o recibo para confirmação. :)","<speaker2>Thanks for providing me these info, #NAME#! Upon checking you were charge a membership fee of R$ #NUMBER# last February 21, 2020 for renewing your plan. You contacted us and we provided you an option to change it to our 5-credit lite plan for R$ #NUMBER# and refunded the difference of R$ 154.00. The refund has already been issued. You can check it with your bank for more details. I will also send you the receipt for confirmation. :)",2,0,1,1,1,1,5
"<speaker1>Obrigado por me fornecer essas informações, #NAME#! Ao verificar, você foi cobrada pelo preço da assinatura de R$ #NUMBER# em 21 de fevereiro de 2020, para renovar seu plano. Você entrou em contato conosco e oferecemos uma opção para alterá-lo para nosso plano Lite de 5 créditos por R$ #NUMBER#,00 e reembolsamos a diferença de R$ 154,00. O reembolso já foi emitido. Você pode verificar isso com seu banco para mais detalhes. Também enviarei o recibo para confirmação. :)","<speaker1>Thanks for providing me these info, #NAME#! Upon checking you were charge a membership fee of R$ #NUMBER# last February 21, 2020 for renewing your plan. You contacted us and we provided you an option to change it to our 5-credit lite plan for R$ #NUMBER# and refunded the difference of R$ 154.00. The refund has already been issued. You can check it with your bank for more details. I will also send you the receipt for confirmation. :)","<speaker2>Não, eu tenho sido cobrada nos últimos meses em 26/12/#NUMBER# foi realizada uma cobrança","<speaker2>No, I have been charged in recent months On 26/12/#NUMBER# a charge was made",2,0,1,1,1,0,3
"<speaker2>Não, eu tenho sido cobrada nos últimos meses em 26/12/#NUMBER# foi realizada uma cobrança","<speaker2>No, I have been charged in recent months On 26/12/#NUMBER# a charge was made",<speaker2>Sinto muito. Hoje é apenas 12 de janeiro de #NUMBER#.,"<speaker2>I'm sorry. Today is only January 12, #NUMBER#.",2,0,1,1,1,1,4
<speaker1>Sinto muito. Hoje é apenas 12 de janeiro de #NUMBER#.,"<speaker1>I'm sorry. Today is only January 12, #NUMBER#.","<speaker2>ops, 26/12/#NUMBER#","<speaker2>Ops, 26/12/#NUMBER#",1,0,1,1,1,1,4
"<speaker2>ops, 26/12/#NUMBER#","<speaker2>Ops, 26/12/#NUMBER#",<speaker2>Você quer dizer 26 de dezembro de #NUMBER#?,"<speaker2>Do you mean December 26, #NUMBER#?",2,0,1,1,1,1,4
<speaker1>Você quer dizer 26 de dezembro de #NUMBER#?,"<speaker1>Do you mean December 26, #NUMBER#?",<speaker2>isso,<speaker2>That,2,0,1,1,1,0,5
<speaker2>isso,<speaker2>That,"<speaker2>Não há nenhuma cobrança nesta data. Por favor, me forneça essas informações novamente para esta outra cobrança que você deseja que eu confirme: v - Nome e sobrenome no cartão que foi cobrado. - Tipo de cartão cobrado (#PRS_ORG#, #PRS_ORG#, #PRS_ORG#, etc.). - Últimos 4 dígitos do cartão cobrado. - Data de validade do cartão cobrado. #NAME? #NAME? #NAME? Você ainda está comigo, #NAME#? Parece que você está ocupada agora, então, vou fechar o chat. Se você tiver outras perguntas ou quiser entrar em contato conosco novamente, pode fazer isso aqui: #URL#. Tenha um ótimo dia! :)","<speaker2>There are no charge on this date. Please provide me these info again for this other charge you want me to check: v #NAME? - Card type that was charged (#PRS_ORG#, #PRS_ORG#, #PRS_ORG#, etc.) - Last 4 digits of the card that was charged #NAME? #NAME? #NAME? #NAME? Are you still with me, #NAME#? It seems like you're busy right now, so I'm going to close out the chat. If you have any other questions or want to get back in contact with us, you can do so here: #URL# Have a great day!",0,0,0,1,1,1,2
"<speaker2>#NAME#, queria saber como funciona o plano... no valor de R$ 189,00 por exemplo, posso usar qualquer academia, fazer um check in por dia, qual o valor de cada check in das aulas, ou massagem? #NAME#","<speaker2>#NAME#, I wanted to know how the plan works... in the value of R$ 189,00 for example, can I use any gym, check in per day, what is the value of each in-class check-in, or massage? #NAME#","<speaker2>Olá, #NAME#, O número de créditos necessários para reservar uma aula pode mudar com base no horário da sua reserva, em qual estúdio você está visitando e a que horas é a sua aula. Depois de visitar sua vaga favorita algumas vezes em um ciclo, você também pode notar que precisa de mais alguns créditos do que o normal para reservar a aula.","<speaker2>Hello #NAME#! The number of credits needed to book a class may change based on the time you’re booking, what studio you’re visiting, and what time your class is. After you’ve visited your favorite spot a few times in a cycle, you may also notice that you need a few more credits than normal to book the class.",2,1,1,1,1,1,5
"<speaker1>Olá, #NAME#, O número de créditos necessários para reservar uma aula pode mudar com base no horário da sua reserva, em qual estúdio você está visitando e a que horas é a sua aula. Depois de visitar sua vaga favorita algumas vezes em um ciclo, você também pode notar que precisa de mais alguns créditos do que o normal para reservar a aula.","<speaker1>Hello #NAME#! The number of credits needed to book a class may change based on the time you’re booking, what studio you’re visiting, and what time your class is. After you’ve visited your favorite spot a few times in a cycle, you may also notice that you need a few more credits than normal to book the class.","<speaker2>#NAME#, queria saber como funciona o plano... no valor de R$ 189,00 por exemplo, posso usar qualquer academia, fazer um check in por dia, qual o valor de cada check in das aulas, ou massagem? E como sei quantos creéditos preciso para cada aula? Por exemplo, na #PRS_ORG#","<speaker2>#NAME#, I wanted to know how the plan works... in the value of R$ 189,00 for example, can I use any gym, check in per day, what is the value of each in-class check-in, or massage? And how do I know how many credits I need for each class? For example, at #PRS_ORG#",1,0,1,0,0,0,4
"<speaker2>#NAME#, queria saber como funciona o plano... no valor de R$ 189,00 por exemplo, posso usar qualquer academia, fazer um check in por dia, qual o valor de cada check in das aulas, ou massagem? E como sei quantos creéditos preciso para cada aula? Por exemplo, na #PRS_ORG#","<speaker2>#NAME#, I wanted to know how the plan works... in the value of R$ 189,00 for example, can I use any gym, check in per day, what is the value of each in-class check-in, or massage? And how do I know how many credits I need for each class? For example, at #PRS_ORG#","<speaker2>Sinto muito, mas não temos a lista de créditos em nenhuma academia e localizações específicas, porque o valor da crédito está mudando de tempos em tempos. Mas eu posso lhe dar o plano em sua área Por favor, deixe-me saber sua localização",<speaker2>I am so sorry but we have no list credits in any specific gym and location because the credit value is changing from time to time. But I can give you the plan in your area please  let me know your location,2,0,1,1,1,1,5
"<speaker1>Sinto muito, mas não temos a lista de créditos em nenhuma academia e localizações específicas, porque o valor da crédito está mudando de tempos em tempos. Mas eu posso lhe dar o plano em sua área Por favor, deixe-me saber sua localização",<speaker1>I am so sorry but we have no list credits in any specific gym and location because the credit value is changing from time to time. But I can give you the plan in your area please  let me know your location,"<speaker2>Estou em São Paulo Brasil #URL# essa academia por exemplo, para fazer uma aula voce sabe o valor que seria debitado?","<speaker2>I am in São Paulo Brazil #URL# This gym for example, to make a class you know the value that would be charged?",2,0,1,1,1,1,5
"<speaker2>Estou em São Paulo Brasil #URL# essa academia por exemplo, para fazer uma aula voce sabe o valor que seria debitado?","<speaker2>I am in São Paulo Brazil #URL# This gym for example, to make a class you know the value that would be charged?","<speaker2>Sim, você pode ver quantos créditos serão usados antes de reservar a aula R$35 5 créditos R$99 15 créditos R$189 30 créditos R$299 50 créditos R$499 90 créditos Parece que você está ocupado agora, então eu vou fechar o chat. Se você tiver outras perguntas ou quiser entrar em contato conosco, pode fazê-lo aqui: #URL# Tenha um ótimo dia :)","<speaker2>Yes you can see ow many credit will be using before you reserve the class R$35	5-credits R$99	15-credits R$189	30-credits R$299	50-credits R$499	90-credits It seems like you're busy right now, so I'm going to close out the chat. If you have any other questions or want to get back in contact with us, you can do so here: #URL# Have a great day!",0,0,1,1,1,1,4
<speaker2>Boa tarde! Solicitei uma cotação e até o momento não tive retorno sobre a solicitação. Aguardo o contato! Hi I asked for a quote and did not answer,<speaker2>Good afternoon. I requested a quote and so far I had no return on the request. I wait for the contact! Hi I asked for a quote and did not answer,<speaker2>É sobre o preço do plano de assinatura do #PRS_ORG#?,<speaker2>Is it about subscription plan pricing for #PRS_ORG#?,2,0,1,1,1,1,4
<speaker1>É sobre o preço do plano de assinatura do #PRS_ORG#?,<speaker1>Is it about subscription plan pricing for #PRS_ORG#?,"<speaker2>Sim, para contratação corporativa","<speaker2>Yes, for corporate hiring",2,0,1,1,1,1,4
"<speaker2>Sim, para contratação corporativa","<speaker2>Yes, for corporate hiring",<speaker2>Você poderia confirmar se está tentando se inscrever em uma conta empresarial?,<speaker2>Could you please confirm if you are trying to sign up for a Corporate account?,2,0,1,1,1,1,4
<speaker1>Você poderia confirmar se está tentando se inscrever em uma conta empresarial?,<speaker1>Could you please confirm if you are trying to sign up for a Corporate account?,"<speaker2>Sim. Trabalho na #PRS_ORG#, e gostaria de conhecer os planos corporativos para contratar para os colaboradores da #PRS_ORG#","<speaker2>Yes. I work at #PRS_ORG#, and would like to know the corporate plans to hire for #PRS_ORG# employees",2,0,1,1,1,1,5
"<speaker2>Sim. Trabalho na #PRS_ORG#, e gostaria de conhecer os planos corporativos para contratar para os colaboradores da #PRS_ORG#","<speaker2>Yes. I work at #PRS_ORG#, and would like to know the corporate plans to hire for #PRS_ORG# employees",<speaker2>Fico feliz em saber que você está interessado no plano de bem-estar empresarial da #PRS_ORG# através do seu empregador! Você poderia confirmar o seguinte? 1) Seu endereço de e-mail profissional através da sua empresa 2) Nome da empresa 3) Localização,<speaker2>Glad to hear you're interested in the #PRS_ORG# plan through your employer! Could you please confirm the following. 1) Your work email address through your company 2) Name of the company 3) Location,2,1,1,1,1,1,5
<speaker1>Fico feliz em saber que você está interessado no plano de bem-estar empresarial da #PRS_ORG# através do seu empregador! Você poderia confirmar o seguinte? 1) Seu endereço de e-mail profissional através da sua empresa 2) Nome da empresa 3) Localização,<speaker1>Glad to hear you're interested in the #PRS_ORG# plan through your employer! Could you please confirm the following. 1) Your work email address through your company 2) Name of the company 3) Location,<speaker2>1) Seu endereço de e-mail comercial através da sua empresa: #PRS_ORG# 2) Nome da empresa: #PRS_ORG# 3) local: São Paulo,<speaker2>1) Your commercial email address through your company: #PRS_ORG# 2) Company Name: #PRS_ORG# 3) Location: São Paulo,2,0,1,1,1,1,5
<speaker2>1) Seu endereço de e-mail comercial através da sua empresa: #PRS_ORG# 2) Nome da empresa: #PRS_ORG# 3) local: São Paulo,<speaker2>1) Your commercial email address through your company: #PRS_ORG# 2) Company Name: #PRS_ORG# 3) Location: São Paulo,"<speaker2>Posso perguntar se você teve uma conta com o #PRS_ORG# antes? Parece que você está ocupado agora, então eu vou fechar o bate-papo. Se você tiver outras perguntas ou quiser entrar em contato conosco, pode fazê-lo aqui: #URL# Tenha um ótimo dia!","<speaker2>May I ask if you have an account with #PRS_ORG# before? It seems like you're busy right now, so I'm going to close out the chat. If you have any other questions or want to get back in contact with us, you can do so here: #URL# Have a great day!",2,0,1,1,1,1,3
"<speaker1>Posso perguntar se você teve uma conta com o #PRS_ORG# antes? Parece que você está ocupado agora, então eu vou fechar o bate-papo. Se você tiver outras perguntas ou quiser entrar em contato conosco, pode fazê-lo aqui: #URL# Tenha um ótimo dia!","<speaker1>May I ask if you have an account with #PRS_ORG# before? It seems like you're busy right now, so I'm going to close out the chat. If you have any other questions or want to get back in contact with us, you can do so here: #URL# Have a great day!",<speaker2>Não tenho conta com o #PRS_ORG#! Olá #NAME#,<speaker2>I don't have #PRS_ORG#! Hello #NAME#,2,0,1,1,1,1,4
<speaker2>Não tenho conta com o #PRS_ORG#! Olá #NAME#,<speaker2>I don't have #PRS_ORG#! Hello #NAME#,<speaker2>Parece que você foi desconectado. Eu posso ajudar daqui!,<speaker2>It looks like you got disconnected. I can help from here!,2,1,1,1,1,1,4
