ctx_src,ctx_tgt,res_src,res_tgt,correctness,templated,engagement,understanding,sensibleness,politeness,iq
<speaker2>Não recebi a minha encomenda,<speaker2>I have not received my order,"<speaker2>Olá, o meu nome é #NAME#. Obrigado por entrar em contacto com o Apoio ao cliente da #PRS_ORG#. Lamento que não tenha recebido a encomenda. Irei certamente ajudá-lo a resolver o seu problema. Poderia indicar o número de encomenda? A sua bracelete para o relógio ainda não foi entregue?","<speaker2>Hello, my name is #NAME#. Thank you for contacting #PRS_ORG# Customer Support. I am sorry that you have not received the order. I will surely assist you to resolve your issue. Could you please share the order number? Is your watch strap has not been delivered yet?",2,0,0,1,1,1,4
"<speaker1>Olá, o meu nome é #NAME#. Obrigado por entrar em contacto com o Apoio ao cliente da #PRS_ORG#. Lamento que não tenha recebido a encomenda. Irei certamente ajudá-lo a resolver o seu problema. Poderia indicar o número de encomenda? A sua bracelete para o relógio ainda não foi entregue?","<speaker1>Hello, my name is #NAME#. Thank you for contacting #PRS_ORG# Customer Support. I am sorry that you have not received the order. I will surely assist you to resolve your issue. Could you please share the order number? Is your watch strap has not been delivered yet?",<speaker2>A bracelete ainda não foi entregue Não sei como ver O número da encomenda,<speaker2>The bracelet has not yet been delivered I don't know how to see The order number,2,0,1,1,1,1,5
<speaker2>A bracelete ainda não foi entregue Não sei como ver O número da encomenda,<speaker2>The bracelet has not yet been delivered I don't know how to see The order number,<speaker2>Verifiquei os detalhes com o seu endereço de e-mail e constato que a encomenda foi entregue no ponto de acesso da #PRS_ORG# no dia 15/01/2021 para o seguinte endereço: #PRS_ORG# #NUMBER# #ADDRESS#,<speaker2>I have checked the details with your email address and can see that the order was delivered to #PRS_ORG# access point on 15/01/2021 to below address; #PRS_ORG# #NUMBER# #ADDRESS#,2,0,1,1,1,1,5
<speaker1>Verifiquei os detalhes com o seu endereço de e-mail e constato que a encomenda foi entregue no ponto de acesso da #PRS_ORG# no dia 15/01/2021 para o seguinte endereço: #PRS_ORG# #NUMBER# #ADDRESS#,<speaker1>I have checked the details with your email address and can see that the order was delivered to #PRS_ORG# access point on 15/01/2021 to below address; #PRS_ORG# #NUMBER# #ADDRESS#,<speaker2>Mas essa não é a minha morada,<speaker2>But that's not my address,2,0,1,1,1,1,2
<speaker2>Mas essa não é a minha morada,<speaker2>But that's not my address,"<speaker2>Posso ver através do rastreamento que a #PRS_ORG# tentou entregar a encomenda várias vezes sem sucesso. Horário da operação Segunda a sexta-feira: 9:30-12:00, 13:00-18:00","<speaker2>I can see from the tracking that the #PRS_ORG# has tried to deliver the order multiple times, however failed. Hours of Operation Mon-Fri: 9:30am-12:00pm, 1:00pm-6:00pm",1,0,1,1,1,1,5
"<speaker1>Posso ver através do rastreamento que a #PRS_ORG# tentou entregar a encomenda várias vezes sem sucesso. Horário da operação Segunda a sexta-feira: 9:30-12:00, 13:00-18:00","<speaker1>I can see from the tracking that the #PRS_ORG# has tried to deliver the order multiple times, however failed. Hours of Operation Mon-Fri: 9:30am-12:00pm, 1:00pm-6:00pm",<speaker2>Visitor uploaded: #URL#.jpg URL: #URL# Type: image/jpeg Size: #NUMBER#,<speaker2>Visitor uploaded: #URL#.jpg URL: #URL# Type: Image/jpeg Size: #NUMBER#,,,1,1,1,,5
<speaker2>Visitor uploaded: #URL#.jpg URL: #URL# Type: image/jpeg Size: #NUMBER#,<speaker2>Visitor uploaded: #URL#.jpg URL: #URL# Type: Image/jpeg Size: #NUMBER#,"<speaker2>Sim, a encomenda foi entregue no ponto de acesso da #PRS_ORG# mais próximo. Pode recolher o seu pedido. Horário da operação Segunda a sexta-feira: 9:30-12:00, 13:00-18:00","<speaker2>Yes, that the order that has been delivered to nearby #PRS_ORG# access point. You can collect your order. Hours of Operation Mon-Fri: 9:30am-12:00pm, 1:00pm-6:00pm",2,0,1,1,1,1,5
"<speaker1>Sim, a encomenda foi entregue no ponto de acesso da #PRS_ORG# mais próximo. Pode recolher o seu pedido. Horário da operação Segunda a sexta-feira: 9:30-12:00, 13:00-18:00","<speaker1>Yes, that the order that has been delivered to nearby #PRS_ORG# access point. You can collect your order. Hours of Operation Mon-Fri: 9:30am-12:00pm, 1:00pm-6:00pm",<speaker2>Mas o pedido não vem para a morada da encomenda?,<speaker2>But the order does not come to the address of the order?,2,0,1,1,0,1,3
<speaker2>Mas o pedido não vem para a morada da encomenda?,<speaker2>But the order does not come to the address of the order?,"<speaker2>#NAME#, posso ver através do rastreamento que tentaram entregar a encomenda algumas vezes e mencionaram como motivo para a entrega falhada a indisponibilidade do cliente.","<speaker2>#NAME#, I can see from the tracking that they have tried to deliver the order couple of time and they have mentioned the reason for failed delivery as customer unavailable.",2,0,1,1,1,1,5
"<speaker1>#NAME#, posso ver através do rastreamento que tentaram entregar a encomenda algumas vezes e mencionaram como motivo para a entrega falhada a indisponibilidade do cliente.","<speaker1>#NAME#, I can see from the tracking that they have tried to deliver the order couple of time and they have mentioned the reason for failed delivery as customer unavailable.",<speaker2>Então posso ir receber a encomenda na papelaria #PRS_ORG#?,<speaker2>Then can I go to receive the order in the stationery #PRS_ORG#?,2,0,1,1,1,1,4
<speaker2>Então posso ir receber a encomenda na papelaria #PRS_ORG#?,<speaker2>Then can I go to receive the order in the stationery #PRS_ORG#?,"<speaker2>Sim, #NAME#. #URL#","<speaker2>Yes, #NAME#. #URL#",2,0,1,1,1,1,5
"<speaker1>Sim, #NAME#. #URL#","<speaker1>Yes, #NAME#. #URL#",<speaker2>OK obg hoje vou lá receber a encomenda,<speaker2>Ok obg today I will get the order there,0,0,1,1,1,1,5
<speaker2>OK obg hoje vou lá receber a encomenda,<speaker2>Ok obg today I will get the order there,<speaker2>Ótimo! Há mais alguma coisa em que possa ajudar?,<speaker2>Great! Is there anything else I may assist you with?,2,0,0,1,1,1,4
<speaker1>Ótimo! Há mais alguma coisa em que possa ajudar?,<speaker1>Great! Is there anything else I may assist you with?,<speaker2>Não é tudo,<speaker2>It's not all,1,0,0,1,1,1,5
<speaker2>Não é tudo,<speaker2>It's not all,<speaker2>Ótimo! Obrigado por entrar em contacto com o Serviço de apoio ao cliente da #PRS_ORG#. Desejo-lhe um ótimo dia. Mantenha-se em segurança e saudável!,<speaker2>Great! Thank you for contacting #PRS_ORG# Customer Care. Have a great day. Stay safe and healthy.,2,1,0,1,1,1,5
"<speaker2>Não removi o mapa antigo da Europa e instalei tudo junto, foi a primeira vez!","<speaker2>I did not remove the old map of Europe and installed it all together, it was the first time!",<speaker2>Bom dia! Obrigado por entrar em contacto com a #PRS_ORG#. O meu nome é #NAME#. Tenho todo o prazer em ajudá-lo hoje :) Encontra algum erro ao atualizar o mapa?,<speaker2>Good Day! Thank you for contacting #PRS_ORG#. This is #NAME#. I would be happy to assist you today :) Is there any error updating the map ?,2,0,0,1,1,1,4
<speaker1>Bom dia! Obrigado por entrar em contacto com a #PRS_ORG#. O meu nome é #NAME#. Tenho todo o prazer em ajudá-lo hoje :) Encontra algum erro ao atualizar o mapa?,<speaker1>Good Day! Thank you for contacting #PRS_ORG#. This is #NAME#. I would be happy to assist you today :) Is there any error updating the map ?,"<speaker2>Bom dia Sim, foi a primeira vez, não sabia...","<speaker2>Good Morning. Yes, it was the first time, I didn't know...",2,0,1,1,1,1,5
"<speaker2>Bom dia Sim, foi a primeira vez, não sabia...","<speaker2>Good Morning. Yes, it was the first time, I didn't know...","<speaker2>Não há problema, pode dizer-me qual é o seu dispositivo?","<speaker2>No problem, can you tell me which device do you have?",2,1,1,1,1,1,4
"<speaker1>Não há problema, pode dizer-me qual é o seu dispositivo?","<speaker1>No problem, can you tell me which device do you have?",<speaker2>Não funciona o mapa porque instalei junto o mapa antigo,<speaker2>Does not work the map because I installed along the old map,1,0,1,1,0,1,2
<speaker2>Não funciona o mapa porque instalei junto o mapa antigo,<speaker2>Does not work the map because I installed along the old map,"<speaker2>Vejo que tem um Mazda. Se instalou o mapa antigo, peço que consulte a ligação em baixo e descarregue o mapa mais recente, removendo o antigo.","<speaker2>I see you have a mazda, If you have installed the old map I request you to refer to the link below and download the latest map by removing the old one",1,0,1,1,1,1,5
"<speaker1>Vejo que tem um Mazda. Se instalou o mapa antigo, peço que consulte a ligação em baixo e descarregue o mapa mais recente, removendo o antigo.","<speaker1>I see you have a mazda, If you have installed the old map I request you to refer to the link below and download the latest map by removing the old one",<speaker2>Sim é isso Como faço... é primeira vez,<speaker2>Yes that's it How do I... it's the first time,2,0,1,1,1,1,4
<speaker2>Sim é isso Como faço... é primeira vez,<speaker2>Yes that's it How do I... it's the first time,<speaker2>Tem o #PRS_ORG# HOME instalado? Espero que estejamos conectados.,<speaker2>Do you have #PRS_ORG# Home installed? I hope we are connected,2,0,1,1,1,1,4
"<speaker2>Bom dia, a App #PRS_ORG# navigation que comprei na appstore Apple não se encontra disponível para descarga actualmente, como posso fazer para reinstalar a App no meu iPhone? Obrigado","<speaker2>Good morning, the #PRS_ORG# navigation App I bought on Apple appstore is not currently available for download, how can I do to reinstall the App on my iPhone? Thank you",<speaker2>Bom dia! Obrigado por entrar em contacto com a #PRS_ORG#. O meu nome é #NAME#. Ficarei feliz em ajudá-lo hoje. Garanto-lhe que farei o possível para o ajudar.,<speaker2>Good Day. Thank you for contacting #PRS_ORG#. My name is #NAME#. I will be glad to assist you today. Please be assured I will do my best to help you with this.,2,1,0,1,1,1,5
<speaker1>Bom dia! Obrigado por entrar em contacto com a #PRS_ORG#. O meu nome é #NAME#. Ficarei feliz em ajudá-lo hoje. Garanto-lhe que farei o possível para o ajudar.,<speaker1>Good Day. Thank you for contacting #PRS_ORG#. My name is #NAME#. I will be glad to assist you today. Please be assured I will do my best to help you with this.,<speaker2>Obrigado,<speaker2>Thank you,2,0,1,1,1,1,5
<speaker2>Obrigado,<speaker2>Thank you,"<speaker2>Por favor, verifique o país na sua conta da #PRS_ORG# Se o país na sua conta da #PRS_ORG# for diferente, pode não lhe permitir transferir a aplicação",<speaker2>Please check the country on your #PRS_ORG# account If the country on your #PRS_ORG# account is different then it might not allow you to download the app,1,1,1,1,1,1,5
"<speaker1>Por favor, verifique o país na sua conta da #PRS_ORG# Se o país na sua conta da #PRS_ORG# for diferente, pode não lhe permitir transferir a aplicação",<speaker1>Please check the country on your #PRS_ORG# account If the country on your #PRS_ORG# account is different then it might not allow you to download the app,<speaker2>Do you prefer to speak in English Portugal,<speaker2>Do you prefer to speak in English Portugal,1,0,1,1,1,1,4
<speaker2>Do you prefer to speak in English Portugal,<speaker2>Do you prefer to speak in English Portugal,"<speaker2>Se o país na sua conta da #PRS_ORG# for diferente, pode não lhe permitir transferir a aplicação Quer que eu fale Inglês ou Português?",<speaker2>If the country on your #PRS_ORG# account is different then it might not allow you to download the app Do you want me to speak in English or Portugal?,0,0,1,1,1,1,4
"<speaker1>Se o país na sua conta da #PRS_ORG# for diferente, pode não lhe permitir transferir a aplicação Quer que eu fale Inglês ou Português?",<speaker1>If the country on your #PRS_ORG# account is different then it might not allow you to download the app Do you want me to speak in English or Portugal?,<speaker2>It’s the same The same country,<speaker2>It's the same The same country,2,0,1,1,1,1,5
<speaker2>It’s the same The same country,<speaker2>It's the same The same country,"<speaker2>Se o país na sua conta da #PRS_ORG# está correto e se ainda não estiver a permitir descarregar a aplicação da Appstore, peço que entre em contacto com a #PRS_ORG# Eles serão capazes de ajudá-lo com isso. Para transferir a aplicação da #PRS_ORG# para o seu telefone",<speaker2>If the country on your #PRS_ORG# account is correct and if it is still not allowing you to download the app from Appstore then I request you to contact #PRS_ORG# They will be able to help you with this To download the app from #PRS_ORG# to your phone,1,0,1,1,1,1,5
"<speaker1>Se o país na sua conta da #PRS_ORG# está correto e se ainda não estiver a permitir descarregar a aplicação da Appstore, peço que entre em contacto com a #PRS_ORG# Eles serão capazes de ajudá-lo com isso. Para transferir a aplicação da #PRS_ORG# para o seu telefone",<speaker1>If the country on your #PRS_ORG# account is correct and if it is still not allowing you to download the app from Appstore then I request you to contact #PRS_ORG# They will be able to help you with this To download the app from #PRS_ORG# to your phone,"<speaker2>Already did they say is a #PRS_ORG# issue,","<speaker2>Already did they say is a #PRS_ORG# issue,",0,0,1,1,1,1,5
"<speaker2>Already did they say is a #PRS_ORG# issue,","<speaker2>Already did they say is a #PRS_ORG# issue,","<speaker2>Tudo bem. Por favor, dê-me um momento enquanto verifico os detalhes da sua conta.",<speaker2>Ok Please allow me a moment while I check your account details.,2,0,1,1,1,1,5
"<speaker1>Tudo bem. Por favor, dê-me um momento enquanto verifico os detalhes da sua conta.",<speaker1>Ok Please allow me a moment while I check your account details.,<speaker2>#PRS_ORG# change the application on App Store and now it’s #PRS_ORG# navigation I pay 79.99€ for the app and is not fear #PRS_ORG# finish’s the app on #PRS_ORG# Wen I buy the app was not with a period of time it was definitely,<speaker2>#PRS_ORG# change the application on App Store and now it's #PRS_ORG# navigation I pay 79.99€ for the app and is not fear #PRS_ORG# finish's the app on #PRS_ORG# Wen I buy the app was not with a period of time it was definitely,0,0,1,1,1,1,5
<speaker2>#PRS_ORG# change the application on App Store and now it’s #PRS_ORG# navigation I pay 79.99€ for the app and is not fear #PRS_ORG# finish’s the app on #PRS_ORG# Wen I buy the app was not with a period of time it was definitely,<speaker2>#PRS_ORG# change the application on App Store and now it's #PRS_ORG# navigation I pay 79.99€ for the app and is not fear #PRS_ORG# finish's the app on #PRS_ORG# Wen I buy the app was not with a period of time it was definitely,<speaker2>Estou a verificar os detalhes acerca desta questão.,<speaker2>I am checking the details regarding this,2,1,1,1,1,1,5
"<speaker2>Boa tarde, venho por este meio informar que tivemos uma cliente que realizou a compra de um #PRS_ORG# (EAN:#PHONENUMBER#) com o SN:ZN#PHONENUMBER# na loja #PRS_ORG# de Viana do Castelo. No entanto a cliente contactou a nossa linha a dizer que o GPS não se encontrava na caixa só os acessorios e os manuais. Conseguem ajudar? Obrigado e aguardo com urgencia uma resposta.","<speaker2>Good afternoon, I come by this means inform that we had a customer who made the purchase of a #PRS_ORG# (EAN: #PHONENUMBER#) with the SN: Zn#PHONENUMBER# in the store #PRS_ORG# de Viana do. However the customer contacted our line to say that the GPS was not in the box only the accesses and manuals. Can you help? Thank you and I await with urgency an answer.","<speaker2>Obrigada por ter entrado em contacto com a #PRS_ORG#. Chamo-me #NAME# e ficarei muito contente por poder ajudar. Pelo que entendo, um cliente comprou um dispositivo #PRS_ORG# e o dispositivo não estava na caixa, certo?","<speaker2>Thank you for contacting #PRS_ORG#. My name is #NAME# and I will be glad to assist you. As I understand a customer has purchased a #PRS_ORG# device and the box was not in the box, right?",1,1,0,1,1,1,4
"<speaker1>Obrigada por ter entrado em contacto com a #PRS_ORG#. Chamo-me #NAME# e ficarei muito contente por poder ajudar. Pelo que entendo, um cliente comprou um dispositivo #PRS_ORG# e o dispositivo não estava na caixa, certo?","<speaker1>Thank you for contacting #PRS_ORG#. My name is #NAME# and I will be glad to assist you. As I understand a customer has purchased a #PRS_ORG# device and the box was not in the box, right?",<speaker2>Certo,<speaker2>Right?,2,0,1,1,1,1,5
<speaker2>Certo,<speaker2>Right?,"<speaker2>Por favor, não se preocupe, vou tentar o meu melhor para ajudar a resolver isso. Só para confirmar, está na loja de revenda?","<speaker2>Please do not worry, I will try my best to help you resolve this. Just to confirm, are you from the retailer store?",2,0,1,1,1,1,4
"<speaker1>Por favor, não se preocupe, vou tentar o meu melhor para ajudar a resolver isso. Só para confirmar, está na loja de revenda?","<speaker1>Please do not worry, I will try my best to help you resolve this. Just to confirm, are you from the retailer store?",<speaker2>Eu sou um colaborador da loja #PRS_ORG# de Viana. Visto que a cliente está a reclamar a falta do gps,<speaker2>I am a contributor to the #PRS_ORG# store in Viana. Since the customer is complaining about the lack of gps,2,0,1,1,1,1,5
<speaker2>Eu sou um colaborador da loja #PRS_ORG# de Viana. Visto que a cliente está a reclamar a falta do gps,<speaker2>I am a contributor to the #PRS_ORG# store in Viana. Since the customer is complaining about the lack of gps,"<speaker2>Neste caso, gostaria de solicitar que entre em contacto com o distribuidor. Precisará de entrar em contacto com o distribuidor. Estamos ligados? Por favor, confirme se estamos ligados ou o chat vai perder a ligação devido a chat inativo. O chat é desligado automaticamente se não houver resposta ou o chat estiver inativo. Obrigado por ter entrado em contacto com a #PRS_ORG#. Tenha um ótimo dia e mantenha-se em segurança.","<speaker2>In this case, I would request you to contact the distributor. You will need to contact the distributor . are we connected? Please confirm if we are connected or the chat will get disconnected due to idle chat. The chat gets disconnected automatically if there is no response or the chat is idle. Thank you for contacting #PRS_ORG#. Have a great day ahead and Stay Safe.",2,0,0,1,1,1,4
<speaker2>Portugal Avaria #PRS_ORG#,<speaker2>Portugal Failure #PRS_ORG#,"<speaker2>Olá, obrigado por escolher o #PRS_ORG#. O meu nome é #NAME#. Como posso ajudá-lo?","<speaker2>Hello, thank you for choosing #PRS_ORG#. My name is #NAME#. How may I assist you?",2,1,0,1,1,1,4
"<speaker1>Olá, obrigado por escolher o #PRS_ORG#. O meu nome é #NAME#. Como posso ajudá-lo?","<speaker1>Hello, thank you for choosing #PRS_ORG#. My name is #NAME#. How may I assist you?",<speaker2>Estou com problemas no meu #PRS_ORG#,<speaker2>I have problems with my #PRS_ORG#,2,0,1,1,1,1,5
<speaker2>Estou com problemas no meu #PRS_ORG#,<speaker2>I have problems with my #PRS_ORG#,<speaker2>Pode dizer-me o problema?,<speaker2>May I know what is the issue?,2,1,1,1,1,1,4
<speaker1>Pode dizer-me o problema?,<speaker1>May I know what is the issue?,<speaker2>Quando inicia uma corrida não conta a distancia nem o tempo por km,<speaker2>When you start a race you don't count distance or time per km,1,0,1,1,1,1,5
<speaker2>Quando inicia uma corrida não conta a distancia nem o tempo por km,<speaker2>When you start a race you don't count distance or time per km,<speaker2>Compreendo o problema. Gostaria de saber quando o relógio #PRS_ORG# foi atualizado pela última vez.,<speaker2>I understand the issue. I would like to know when was the #PRS_ORG# watch updated last time,2,0,1,1,1,1,5
<speaker1>Compreendo o problema. Gostaria de saber quando o relógio #PRS_ORG# foi atualizado pela última vez.,<speaker1>I understand the issue. I would like to know when was the #PRS_ORG# watch updated last time,<speaker2>Já o tenho 3 anos e sempre funcionou bem,<speaker2>I am 3 years old and always worked well,2,0,1,0,0,1,2
<speaker2>Já o tenho 3 anos e sempre funcionou bem,<speaker2>I am 3 years old and always worked well,"<speaker2>Para investigar melhor o seu pedido, poderia, por favor, fornecer-me o número de série do dispositivo e o seu endereço de e-mail com ao qual o dispositivo está ligado?","<speaker2>To investigate your query further, could you please provide me the device serial number and your e-mail address to which the device is linked.",1,1,1,1,1,1,4
"<speaker1>Para investigar melhor o seu pedido, poderia, por favor, fornecer-me o número de série do dispositivo e o seu endereço de e-mail com ao qual o dispositivo está ligado?","<speaker1>To investigate your query further, could you please provide me the device serial number and your e-mail address to which the device is linked.",<speaker2>Já fiz um reset,<speaker2>I've done a reset,2,0,1,0,0,1,2
<speaker2>Já fiz um reset,<speaker2>I've done a reset,"<speaker2>Quer que o relógio não conte a distância e o tempo? Posso saber quando atualizou o relógio, porque consigo ver que a aplicação no relógio não está atualizada.",<speaker2>Are you trying to that the watch don't count distance and time May I know when did you updated the watch as I can see the application on the watch is not up to date,0,0,1,1,1,1,3
"<speaker1>Quer que o relógio não conte a distância e o tempo? Posso saber quando atualizou o relógio, porque consigo ver que a aplicação no relógio não está atualizada.",<speaker1>Are you trying to that the watch don't count distance and time May I know when did you updated the watch as I can see the application on the watch is not up to date,<speaker2>#EMAIL# Ontem,<speaker2>#EMAIL# Yesterday,2,0,1,1,1,1,5
<speaker2>#EMAIL# Ontem,<speaker2>#EMAIL# Yesterday,<speaker2>Ok,<speaker2>Ok,2,0,1,1,1,1,5
<speaker1>Ok,<speaker1>Ok,<speaker2>#ALPHANUMERIC_ID#,<speaker2>#ALPHANUMERIC_ID#,2,0,1,1,1,1,5
<speaker2>#ALPHANUMERIC_ID#,<speaker2>#ALPHANUMERIC_ID#,<speaker2>Deixe-me verificar o problema. Quer alterar a unidade para KM ou o relógio não conta nada de nada.,<speaker2>Let me check the issue. does you wants to change the unit to KM or watch does not count anything at all.,0,0,1,1,1,1,4
<speaker1>Deixe-me verificar o problema. Quer alterar a unidade para KM ou o relógio não conta nada de nada.,<speaker1>Let me check the issue. does you wants to change the unit to KM or watch does not count anything at all.,<speaker2>não conta a distãncia Nem o o pace ou km/h,<speaker2>Does not count distance Neither the pace or km/h,0,0,1,1,1,1,5
<speaker2>não conta a distãncia Nem o o pace ou km/h,<speaker2>Does not count distance Neither the pace or km/h,"<speaker2>Ok, deixe-me verificar",<speaker2>Ok let me check,2,1,1,1,1,1,5
"<speaker1>Ok, deixe-me verificar",<speaker1>Ok let me check,"<speaker2>Depois quando envio as informações para a aplicação aparece o percurso que efetuei, mas os km aparece sempre a menos lê as calorias gastas erradamente","<speaker2>Then when I send the information to the application appears the route I made, but the km appears always less reads the calories spent mistakenly",0,0,1,1,1,1,5
"<speaker2>Depois quando envio as informações para a aplicação aparece o percurso que efetuei, mas os km aparece sempre a menos lê as calorias gastas erradamente","<speaker2>Then when I send the information to the application appears the route I made, but the km appears always less reads the calories spent mistakenly",<speaker2>Solicito que tente fazer o reset de fábrica no modo de recuperação e teste o relógio. Aqui está o link com os passos. #URL#,<speaker2>I request you to please try to perform factory reset in recovery mode and then test the watch. Here is the link with the steps. #URL#,2,1,1,1,1,1,5
<speaker1>Solicito que tente fazer o reset de fábrica no modo de recuperação e teste o relógio. Aqui está o link com os passos. #URL#,<speaker1>I request you to please try to perform factory reset in recovery mode and then test the watch. Here is the link with the steps. #URL#,<speaker2>foi isso que fiz a dois dias atras ficou igual,<speaker2>That's what I did two days ago It was equal,1,0,1,1,1,1,5
<speaker2>foi isso que fiz a dois dias atras ficou igual,<speaker2>That's what I did two days ago It was equal,"<speaker2>Há duas formas de fazer o reset de fábrica, portanto, você fez o reset de fábrica ou reset de fábrica em modo de recuperação",<speaker2>There are two ways of factory reset so did you did Factory reset or Factory reset in recovery mode,0,0,1,1,1,1,4
"<speaker1>Há duas formas de fazer o reset de fábrica, portanto, você fez o reset de fábrica ou reset de fábrica em modo de recuperação",<speaker1>There are two ways of factory reset so did you did Factory reset or Factory reset in recovery mode,<speaker2>O que fiz foi Redefinição de fábrica no modo de recuperação,<speaker2>What I did was Factory Reset in Recovery Mode,2,0,1,1,1,1,5
<speaker2>O que fiz foi Redefinição de fábrica no modo de recuperação,<speaker2>What I did was Factory Reset in Recovery Mode,"<speaker2>Está bem. Deixe-me verificar o problema com a equipa relevante, posso voltar a contactá-lo por e-mail Vou verificar os passos a seguir para resolver este problema e enviar-lhe o mesmo por e-mail Olá, pode por favor confirmar se ainda precisa de assistência?","<speaker2>Ok Let me check the issue with concern team and is it ok if I get back to you over email I will check what steps needs to follow to resolve this issue and will send you the same on email Hello, can you please confirm if you still require assistance?",1,0,0,1,1,1,4
"<speaker1>Está bem. Deixe-me verificar o problema com a equipa relevante, posso voltar a contactá-lo por e-mail Vou verificar os passos a seguir para resolver este problema e enviar-lhe o mesmo por e-mail Olá, pode por favor confirmar se ainda precisa de assistência?","<speaker1>Ok Let me check the issue with concern team and is it ok if I get back to you over email I will check what steps needs to follow to resolve this issue and will send you the same on email Hello, can you please confirm if you still require assistance?",<speaker2>Estou a aguardar pelo email,<speaker2>I'm waiting for the email,2,0,1,1,1,1,5
<speaker2>Estou a aguardar pelo email,<speaker2>I'm waiting for the email,"<speaker2>Fiz o pedido à equipa relevante e quanto receber uma resposta da parte deles, enviar-lhe-ei um e-mail",<speaker2>I have asked to concern team and once I get update from them then I will send email to you,1,1,1,1,1,1,5
"<speaker1>Fiz o pedido à equipa relevante e quanto receber uma resposta da parte deles, enviar-lhe-ei um e-mail",<speaker1>I have asked to concern team and once I get update from them then I will send email to you,<speaker2>ainda hoje?,<speaker2>Still today?,2,0,1,1,1,1,4
<speaker2>ainda hoje?,<speaker2>Still today?,"<speaker2>Como eu encaminhei o caso para a equipa em causa, eles irão investigar o problema e responder-me Sim, devo receber resposta deles dentro de algum tempo.",<speaker2>As I have escalated the case to concern team so they will investigate the issue and will get back to me Yes I should get reply from them in some time,2,0,1,1,1,1,5
"<speaker1>Como eu encaminhei o caso para a equipa em causa, eles irão investigar o problema e responder-me Sim, devo receber resposta deles dentro de algum tempo.",<speaker1>As I have escalated the case to concern team so they will investigate the issue and will get back to me Yes I should get reply from them in some time,<speaker2>ok,<speaker2>OK.,2,0,1,1,1,1,5
<speaker2>ok,<speaker2>OK.,<speaker2>Não se preocupe que eu volto a entrar em contacto consigo Há mais alguma coisa com que possa ajudar hoje?,<speaker2>Be rest assured I will get back to you Is there anything else I may help you with today?,2,1,0,1,1,1,4
<speaker1>Não se preocupe que eu volto a entrar em contacto consigo Há mais alguma coisa com que possa ajudar hoje?,<speaker1>Be rest assured I will get back to you Is there anything else I may help you with today?,<speaker2>nao,<speaker2>No,1,0,0,1,1,1,5
<speaker2>nao,<speaker2>No,<speaker2>Obrigado por entrar em contacto com o Chat TomTom. Tenha um bom dia. Uma vez a última pergunta Quando começou a ocorrer o problema?,<speaker2>Thank you for contacting #PRS_ORG#. Have a great day! Once last questing When did the issue start occurring to you ?,2,0,0,1,1,1,4
<speaker1>Obrigado por entrar em contacto com o Chat TomTom. Tenha um bom dia. Uma vez a última pergunta Quando começou a ocorrer o problema?,<speaker1>Thank you for contacting #PRS_ORG#. Have a great day! Once last questing When did the issue start occurring to you ?,<speaker2>uma semana,<speaker2>One week,2,0,1,1,1,1,5
<speaker2>uma semana,<speaker2>One week,"<speaker2>Ok Voltarei a contactá-lo Peço que desligue o chat, pois não posso terminar a sessão",<speaker2>Ok I will get back to you I request you to please disconnect the chat as I cannot end the session,2,0,0,1,1,1,5
<speaker2>queria atualizar este #PRS_ORG# que com comprei a 3 anos e ainda não foi atualizado zes nenhuma  é este #PRS_ORG# Nr de série é este #ALPHANUMERIC_ID#,<speaker2>I wanted to update this #PRS_ORG# that with bought the 3 years and has not been updated yet any is this #PRS_ORG# Nr series is this #ALPHANUMERIC_ID#,"<speaker2>Olá, o meu nome é #NAME#. Obrigado por entrar em contacto com o Apoio ao cliente da #PRS_ORG#.","<speaker2>Hello, my name is #NAME#. Thank you for contacting #PRS_ORG# Customer Support.",2,1,0,1,1,1,5
"<speaker1>Olá, o meu nome é #NAME#. Obrigado por entrar em contacto com o Apoio ao cliente da #PRS_ORG#.","<speaker1>Hello, my name is #NAME#. Thank you for contacting #PRS_ORG# Customer Support.",<speaker2>Alo,<speaker2>For the purpose of this,0,0,1,1,1,1,5
<speaker2>Alo,<speaker2>For the purpose of this,<speaker2>Lamento o problema que está a ter ao tentar atualizar o dispositivo.,<speaker2>I am sorry for the issue you are facing while updating the device.,2,1,1,1,1,1,5
<speaker1>Lamento o problema que está a ter ao tentar atualizar o dispositivo.,<speaker1>I am sorry for the issue you are facing while updating the device.,<speaker2>~e do suporte portugues,<speaker2>~ and the Portuguese support,0,0,1,1,1,1,5
<speaker2>~e do suporte portugues,<speaker2>~ and the Portuguese support,<speaker2>Vou ajudá-lo a atualizar o dispositivo. Posso saber que problema está a ter ao atualizar o dispositivo?,<speaker2>I will surely assist you to update the device . May I know the issue you are facing while updating the device?,2,1,1,1,1,1,4
<speaker1>Vou ajudá-lo a atualizar o dispositivo. Posso saber que problema está a ter ao atualizar o dispositivo?,<speaker1>I will surely assist you to update the device . May I know the issue you are facing while updating the device?,<speaker2>sim já vi queria atualizar este #PRS_ORG# que com comprei a 3 anos e ainda não foi atualizado zes nenhuma  é este #PRS_ORG# GO 500 Nr de série é este #ALPHANUMERIC_ID#,<speaker2>Yes I have seen I wanted to update this #PRS_ORG# that with bought the 3 years and has not been updated yet any is this #PRS_ORG# GO 500 Nr series is this #ALPHANUMERIC_ID#,0,0,1,1,1,1,5
