ctx_src,ctx_tgt,res_src,res_tgt,correctness,templated,engagement,understanding,sensibleness,politeness,iq
"<speaker2>Hallo, ist es möglich einen Liefertermin zu verschieben?","<speaker2>Hello, is it possible to postpone a delivery date?","<speaker2>Guten Morgen! Vielen Dank, dass Sie sich mit #PRS_ORG# in Verbindung gesetzt haben. Sie sind bei #NAME# Damit ich Ihnen weiterhelfen kann, geben Sie bitte Ihre Kontodaten an (vollständiger Name, E-Mail-Adresse, Postanschrift und Bestellnummer).","<speaker2>Good Morning Thanks for contacting #PRS_ORG#, you are through to #NAME# So that I can assist you can you please provide your account details (Full Name, E-mail address, Postal Address and Order Number)",2,0,1,1,1,1,5
"<speaker1>Guten Morgen! Vielen Dank, dass Sie sich mit #PRS_ORG# in Verbindung gesetzt haben. Sie sind bei #NAME# Damit ich Ihnen weiterhelfen kann, geben Sie bitte Ihre Kontodaten an (vollständiger Name, E-Mail-Adresse, Postanschrift und Bestellnummer).","<speaker1>Good Morning Thanks for contacting #PRS_ORG#, you are through to #NAME# So that I can assist you can you please provide your account details (Full Name, E-mail address, Postal Address and Order Number)","<speaker2>#ADDRESS#, #EMAIL#,  #PHONENUMBER#, #PHONENUMBER-1#","<speaker2>#ADDRESS#, #EMAIL#,  #PHONENUMBER#, #PHONENUMBER-1#",2,0,1,1,1,1,4
"<speaker2>#ADDRESS#, #EMAIL#,  #PHONENUMBER#, #PHONENUMBER-1#","<speaker2>#ADDRESS#, #EMAIL#,  #PHONENUMBER#, #PHONENUMBER-1#","<speaker2>Danke. Einen Moment bitte. Wenn Sie sagen, einen Liefertermin zu verschieben - für welchen Artikel bitte?",<speaker2>Thank you - one moment please When you say postpone a delivery date - for what item please?,1,0,1,1,1,1,5
"<speaker1>Danke. Einen Moment bitte. Wenn Sie sagen, einen Liefertermin zu verschieben - für welchen Artikel bitte?",<speaker1>Thank you - one moment please When you say postpone a delivery date - for what item please?,<speaker2>Ich bin ab dem 18.01.#NUMBER# wieder zu Hause und kann erst dann Ware entgegennehmen. Das betrifft alle Artikel,<speaker2>I am back at home from dem 18.01.#NUMBER# and can only receive goods. This applies to all articles,2,0,1,1,1,1,4
<speaker2>Ich bin ab dem 18.01.#NUMBER# wieder zu Hause und kann erst dann Ware entgegennehmen. Das betrifft alle Artikel,<speaker2>I am back at home from dem 18.01.#NUMBER# and can only receive goods. This applies to all articles,"<speaker2>Okay - also sowohl der #PRS_ORG#, Sturmgrau und der #PRS_ORG# (65 x #NUMBER# cm), Mattschwarz werden im Februar versendet - aber ich fürchte, die #PRS_ORG#, Chrom und Marmor ist bereits versendet worden","<speaker2>Okay - so both the #PRS_ORG#, Sturmgrau and #PRS_ORG# (65 x #NUMBER# cm), Mattschwarz are dispatching in February - but the #PRS_ORG#, Chrom und Marmor has already dispatched im afraid",2,0,1,,,,
"<speaker1>Okay - also sowohl der #PRS_ORG#, Sturmgrau und der #PRS_ORG# (65 x #NUMBER# cm), Mattschwarz werden im Februar versendet - aber ich fürchte, die #PRS_ORG#, Chrom und Marmor ist bereits versendet worden","<speaker1>Okay - so both the #PRS_ORG#, Sturmgrau and #PRS_ORG# (65 x #NUMBER# cm), Mattschwarz are dispatching in February - but the #PRS_ORG#, Chrom und Marmor has already dispatched im afraid","<speaker2>ok, ist es dann aber möglich die Lieferung von der Bogenlampe zu verschieben?","<speaker2>Ok, but is it then possible to move the delivery Von of the arc lamp?",2,0,1,1,1,1,3
"<speaker2>ok, ist es dann aber möglich die Lieferung von der Bogenlampe zu verschieben?","<speaker2>Ok, but is it then possible to move the delivery Von of the arc lamp?",<speaker2>Haben sich die Kuriere mit Ihnen in Verbindung gesetzt?,<speaker2>Have the couriers been in touch with you,2,0,1,1,1,1,4
<speaker1>Haben sich die Kuriere mit Ihnen in Verbindung gesetzt?,<speaker1>Have the couriers been in touch with you,<speaker2>nein noch nicht,<speaker2>No Not yet,2,0,1,1,1,1,4
<speaker2>nein noch nicht,<speaker2>No Not yet,"<speaker2>Okay, sobald sie das tun, werden Sie dies direkt mit ihnen planen","<speaker2>Okay, once they are, then you will be schedule this directly with them",2,0,1,1,1,1,4
"<speaker1>Okay, sobald sie das tun, werden Sie dies direkt mit ihnen planen","<speaker1>Okay, once they are, then you will be schedule this directly with them",<speaker2>ist es aber dann noch möglich? In der Email steht dass sie sich am Vorabend bei mir melden. Ich habe die Befürchtung dass eine Verschiebung dann nicht mehr möglich wäre?,<speaker2>But is it still possible? In the email you can get in touch with me the evening before. I am afraid that a postponement would no longer be possible?,2,0,1,1,1,1,3
<speaker2>ist es aber dann noch möglich? In der Email steht dass sie sich am Vorabend bei mir melden. Ich habe die Befürchtung dass eine Verschiebung dann nicht mehr möglich wäre?,<speaker2>But is it still possible? In the email you can get in touch with me the evening before. I am afraid that a postponement would no longer be possible?,"<speaker2>Okay, dann können wir dies jetzt nicht stoppen, da dies nicht genug Zeit ist","<speaker2>Okay, then we would not be able to stop this now as this is not enough time",2,0,1,1,1,1,3
"<speaker1>Okay, dann können wir dies jetzt nicht stoppen, da dies nicht genug Zeit ist","<speaker1>Okay, then we would not be able to stop this now as this is not enough time",<speaker2>und eine Änderung der Lieferadresse?,<speaker2>And a change in the delivery address?,2,0,1,1,1,1,4
<speaker2>und eine Änderung der Lieferadresse?,<speaker2>And a change in the delivery address?,"<speaker2>Wir könnten das tun - bitte haben Sie Geduld mit mir Okay, leider ist es nicht möglich, eine Adresse während des Transports zu ändern - Dies wird dahin geliefert, was auf dem Konto steht","<speaker2>We could possible do this - bear with me please Okay, regrettably, it is not possible to change an address whilst the item is in transit - This will be delivered to what is on the account",2,0,1,1,1,1,5
"<speaker1>Wir könnten das tun - bitte haben Sie Geduld mit mir Okay, leider ist es nicht möglich, eine Adresse während des Transports zu ändern - Dies wird dahin geliefert, was auf dem Konto steht","<speaker1>We could possible do this - bear with me please Okay, regrettably, it is not possible to change an address whilst the item is in transit - This will be delivered to what is on the account","<speaker2>alles klar, danke","<speaker2>All clear, thank you",2,0,1,1,1,1,4
"<speaker2>alles klar, danke","<speaker2>All clear, thank you",<speaker2>Vielen Dank - tut mir leid,<speaker2>Thank you - so sorry for that,2,0,1,1,1,1,5
"<speaker2>Guten Tag Heute haben wir das bestellte Sofa erhalten: #PRS_ORG# (Récamiere links), Felsengrau Artikelnummer: #ALPHANUMERIC_ID# Dieses Sofa haben wir am 13.12.#NUMBER# bestellt. Bestellnummer #NUMBER# Leider wurde aber heute etwas falsch geliefert. Das Sofa hat insgesamt 8 Holzfüsse (Typ: #ALPHANUMERIC_ID#). Leider wurden uns nur 7 Füsse dieses Typs gesendet. Ein Fuss des Typs #ALPHANUMERIC_ID# wurde fälschlicherweise geschickt. So können wir das Sofa nicht brauchen. Dieses Umstand ist sehr schade und wir erwarten die Lieferung des fehlenden Fusses. Können Sie diese Lieferung bitte schnellstmöglich in die Wege leiten? Nur so können wir das Sofa brauchen, welches wir schon lange bezahlt haben. Besten Dank für Ihre Antwort. #NAME#","<speaker2>Good day. Today we received the ordered sofa: #PRS_ORG# (Récamiere left), rock grey Model: #ALPHANUMERIC_ID# We ordered this sofa on 13.12.#NUMBER#. Order number #NUMBER# Unfortunately, however, something was delivered wrong today. The sofa has a total of 8 wooden feet (type: #ALPHANUMERIC_ID#). Unfortunately, only 7 feet of this type were sent to us. A foot of type #ALPHANUMERIC_ID#was wrongly sent. So we can't need the sofa. This circumstance is very pity and we expect the delivery of the missing foot. Can you initiate this delivery as soon as possible? Only in this way can we need the sofa that we have paid for a long time. Thank you very much for your answer. #NAME#","<speaker2>Guten Morgen #NAME#, vielen Dank für Ihre Kontaktaufnahme mit #PRS_ORG#. Können Sie bitte den vollständigen Namen, die Postanschrift und die E-Mail-Adresse des Kontos bestätigen? Vielen Dank.","<speaker2>Good Morning #NAME#, thanks for contacting #PRS_ORG#. Can you please confirm the full name, postal address and email address on the account? Thanks",2,1,1,1,1,1,5
"<speaker1>Guten Morgen #NAME#, vielen Dank für Ihre Kontaktaufnahme mit #PRS_ORG#. Können Sie bitte den vollständigen Namen, die Postanschrift und die E-Mail-Adresse des Kontos bestätigen? Vielen Dank.","<speaker1>Good Morning #NAME#, thanks for contacting #PRS_ORG#. Can you please confirm the full name, postal address and email address on the account? Thanks",<speaker2>#NAME# #ADDRESS# #ADDRESS# #EMAIL#,<speaker2>#NAME# #ADDRESS# #ADDRESS# #EMAIL#,2,0,1,1,1,1,4
<speaker2>#NAME# #ADDRESS# #ADDRESS# #EMAIL#,<speaker2>#NAME# #ADDRESS# #ADDRESS# #EMAIL#,"<speaker2>Danke #NAME#, bitte geben Sie mir einen Moment, um Ihre Bestelldaten abzurufen","<speaker2>Thanks #NAME#, please allow me a moment to retrieve your order details",2,1,1,1,1,1,5
"<speaker1>Danke #NAME#, bitte geben Sie mir einen Moment, um Ihre Bestelldaten abzurufen","<speaker1>Thanks #NAME#, please allow me a moment to retrieve your order details",<speaker2>Visitor uploaded:  #ALPHANUMERIC_ID# URL: #URL# Type: image/jpeg Size: #NUMBER# hier noch alle Bilder das ist der falsche Fuss,<speaker2>Visitor uploaded:  #ALPHANUMERIC_ID# URL: #URL# Type: Image/jpeg Size: #NUMBER# Here are all the pictures This is the wrong foot,2,0,1,1,1,1,3
<speaker2>Visitor uploaded:  #ALPHANUMERIC_ID# URL: #URL# Type: image/jpeg Size: #NUMBER# hier noch alle Bilder das ist der falsche Fuss,<speaker2>Visitor uploaded:  #ALPHANUMERIC_ID# URL: #URL# Type: Image/jpeg Size: #NUMBER# Here are all the pictures This is the wrong foot,"<speaker2>Leider hat unser Drittunternehmen für Ersatzteile keine Teile für diesen bestimmten Artikel. Ich kann eine Anfrage bei unserem Lagerteam stellen, da sie dieses Teil möglicherweise haben. Haben Sie die gesamte Verpackung und auch die Basis des Sofas gründlich überprüft, da die Beine manchmal in einem Reißverschluss zum Transport aufbewahrt werden?",<speaker2>Regrettably our third party spare parts company do not carry parts for this particular item. I can raise a query with our warehouse team as they may have this part. Have you thoroughly checked all of the packaging and also the base of the sofa as sometimes legs are kept in a zipped compartment for transit?,2,0,1,1,1,1,4
"<speaker1>Leider hat unser Drittunternehmen für Ersatzteile keine Teile für diesen bestimmten Artikel. Ich kann eine Anfrage bei unserem Lagerteam stellen, da sie dieses Teil möglicherweise haben. Haben Sie die gesamte Verpackung und auch die Basis des Sofas gründlich überprüft, da die Beine manchmal in einem Reißverschluss zum Transport aufbewahrt werden?",<speaker1>Regrettably our third party spare parts company do not carry parts for this particular item. I can raise a query with our warehouse team as they may have this part. Have you thoroughly checked all of the packaging and also the base of the sofa as sometimes legs are kept in a zipped compartment for transit?,"<speaker2>ja, ich habe alles kontrolliert die füsse waren in einem Pack eingeschweisst 4 füsse, leider nur drei richtige und ein falscher ich gehe davon aus, dass jemand beim verpacken des materials fälschlicherweise einen falschen fuss eingepackt hat","<speaker2>Yes, I've checked everything The feet were welded in a pack 4 feet, unfortunately only three right and one wrong I assume that someone wrongly packed a wrong foot when packing the material",2,0,1,1,1,1,3
"<speaker2>ja, ich habe alles kontrolliert die füsse waren in einem Pack eingeschweisst 4 füsse, leider nur drei richtige und ein falscher ich gehe davon aus, dass jemand beim verpacken des materials fälschlicherweise einen falschen fuss eingepackt hat","<speaker2>Yes, I've checked everything The feet were welded in a pack 4 feet, unfortunately only three right and one wrong I assume that someone wrongly packed a wrong foot when packing the material","<speaker2>Es tut mir wirklich sehr leid für diesen Fehler. Ich muss eine Anfrage bei unserem Lagerteam stellen und werde mich bei Ihnen melden, sobald ich eine Antwort erhalten habe.",<speaker2>I'm very sorry for this error. I will need to raise a query with our warehouse team and come back to you once I receive a response.,2,0,1,1,1,1,4
"<speaker1>Es tut mir wirklich sehr leid für diesen Fehler. Ich muss eine Anfrage bei unserem Lagerteam stellen und werde mich bei Ihnen melden, sobald ich eine Antwort erhalten habe.",<speaker1>I'm very sorry for this error. I will need to raise a query with our warehouse team and come back to you once I receive a response.,<speaker2>ok aber wie lange kann das dauern? weil so können wir das sofa nicht verwenden,<speaker2>OK. But how long can it take? Because so we can not use the sofa,2,0,1,1,1,1,2
<speaker2>ok aber wie lange kann das dauern? weil so können wir das sofa nicht verwenden,<speaker2>OK. But how long can it take? Because so we can not use the sofa,<speaker2>Die Bearbeitungszeit beträgt bis zu 24 Stunden.,<speaker2>The response time is up to 24 hours.,2,0,1,1,1,1,4
<speaker1>Die Bearbeitungszeit beträgt bis zu 24 Stunden.,<speaker1>The response time is up to 24 hours.,"<speaker2>haben sie auf dem bild gesehen, welcher fuss das fehlt? haben sie auf dem bild gesehen, welcher fuss das fehlt?","<speaker2>Did they see on the picture, which foot that is missing? Did they see on the picture, which foot that is missing?",2,0,1,1,1,1,3
"<speaker2>haben sie auf dem bild gesehen, welcher fuss das fehlt? haben sie auf dem bild gesehen, welcher fuss das fehlt?","<speaker2>Did they see on the picture, which foot that is missing? Did they see on the picture, which foot that is missing?","<speaker2>Ja, der Hinterfuß. Das Foto sieht sehr ähnlich dem richtigen Fuss aus?",<speaker2>Yes the rear foot. The photo looks very similar to the correct foot?,2,0,1,1,1,1,5
"<speaker1>Ja, der Hinterfuß. Das Foto sieht sehr ähnlich dem richtigen Fuss aus?",<speaker1>Yes the rear foot. The photo looks very similar to the correct foot?,"<speaker2>ja der fuss ist eigentlich genau gleich, jedoch hat der richtige fuss grössere löcher und nur deren drei und nicht 4 sie sehen auf dem foto auch der falsche fuss, da hat es 4 löcher. ich kann ihn leider so nicht anschrauben können sie mir bitte eine mail schreiben und bestätigen, dass sie die anfrage gemacht haben? so habe ich die bestätigung per mail, wenn der chat nachher gelöscht wird","<speaker2>Yes. The foot is actually exactly the same, but the right foot has bigger holes and only their three and not 4 You see on the photo also the wrong foot, since it has 4 holes. I can't screw it on that way Can you please send me an e-mail and confirm that you have made the inquiry? So I have the confirmation by mail if the chat is deleted afterwards",2,0,1,1,1,1,3
"<speaker2>ja der fuss ist eigentlich genau gleich, jedoch hat der richtige fuss grössere löcher und nur deren drei und nicht 4 sie sehen auf dem foto auch der falsche fuss, da hat es 4 löcher. ich kann ihn leider so nicht anschrauben können sie mir bitte eine mail schreiben und bestätigen, dass sie die anfrage gemacht haben? so habe ich die bestätigung per mail, wenn der chat nachher gelöscht wird","<speaker2>Yes. The foot is actually exactly the same, but the right foot has bigger holes and only their three and not 4 You see on the photo also the wrong foot, since it has 4 holes. I can't screw it on that way Can you please send me an e-mail and confirm that you have made the inquiry? So I have the confirmation by mail if the chat is deleted afterwards","<speaker2>Vielen Dank für die Erklärung. Natürlich werde ich Ihnen eine Bestätigungs per E-Mail senden, sobald dieser Chat abgeschlossen ist.","<speaker2>Thank you for explaining, Of course, i will send you a confirmation email once this chat completes.",2,1,1,1,1,1,4
"<speaker1>Vielen Dank für die Erklärung. Natürlich werde ich Ihnen eine Bestätigungs per E-Mail senden, sobald dieser Chat abgeschlossen ist.","<speaker1>Thank you for explaining, Of course, i will send you a confirmation email once this chat completes.","<speaker2>ok. danke brauchen sie noch weiter Informationen oder reicht es ihnen? und, wenn es noch sehr lange dauert, gibt es eine entschädigung?","<speaker2>OK. Thank you Do they need more information or is it enough for them? And, if it still takes a long time, is there a compensation?",2,0,1,1,1,1,3
"<speaker2>ok. danke brauchen sie noch weiter Informationen oder reicht es ihnen? und, wenn es noch sehr lange dauert, gibt es eine entschädigung?","<speaker2>OK. Thank you Do they need more information or is it enough for them? And, if it still takes a long time, is there a compensation?","<speaker2>Natürlich werde ich das für Sie prüfen. Sobald ich eine Antwort von unserem Lagerteam erhalte, werde ich Sie kontaktieren.",<speaker2>Of course we can look into that for you. As soon as I receive a response from our warehouse team I will contact you.,2,0,1,1,1,1,4
"<speaker1>Natürlich werde ich das für Sie prüfen. Sobald ich eine Antwort von unserem Lagerteam erhalte, werde ich Sie kontaktieren.",<speaker1>Of course we can look into that for you. As soon as I receive a response from our warehouse team I will contact you.,<speaker2>alles klar. danke ihnen wir sind mit dem artikel und auch mit der bestellten ware sehr zufrieden und möchten eigentlich auch in zukunft wieder bei #PRS_ORG# bestellen dann senden sie mir alles per mail?,<speaker2>All clear. Thank you to them We are very satisfied with the article and also with the ordered goods and actually want to order again in the future with #PRS_ORG# Then they send me everything by mail?,2,0,1,1,1,1,4
<speaker2>alles klar. danke ihnen wir sind mit dem artikel und auch mit der bestellten ware sehr zufrieden und möchten eigentlich auch in zukunft wieder bei #PRS_ORG# bestellen dann senden sie mir alles per mail?,<speaker2>All clear. Thank you to them We are very satisfied with the article and also with the ordered goods and actually want to order again in the future with #PRS_ORG# Then they send me everything by mail?,"<speaker2>Das ist wirklich großartig! Ich werde mich sehr bald per E-Mail mit Ihnen in Verbindung setzen. Kann ich Ihnen heute noch etwas helfen, #NAME#?","<speaker2>That's great to hear! I will be in touch with you very soon via email, Is there anything else I can help you with today please #NAME#?",2,0,1,1,1,1,5
"<speaker1>Das ist wirklich großartig! Ich werde mich sehr bald per E-Mail mit Ihnen in Verbindung setzen. Kann ich Ihnen heute noch etwas helfen, #NAME#?","<speaker1>That's great to hear! I will be in touch with you very soon via email, Is there anything else I can help you with today please #NAME#?","<speaker2>nein, das passt so. ich hoffe, der fehlende fuss wird bald hier sein... danke für ihre hilfe und danke für die mail ich wünsche ihnen einen schönen Tag","<speaker2>No, it fits like that. I hope the missing foot will be here soon... Thanks for your help and thanks for the mail I wish them a nice day",2,0,1,1,1,1,5
"<speaker2>nein, das passt so. ich hoffe, der fehlende fuss wird bald hier sein... danke für ihre hilfe und danke für die mail ich wünsche ihnen einen schönen Tag","<speaker2>No, it fits like that. I hope the missing foot will be here soon... Thanks for your help and thanks for the mail I wish them a nice day","<speaker2>Vielen Dank, dass Sie sich die Zeit genommen haben, heute mit mir zu sprechen, und ich hoffe, ich habe es geschafft, Ihre Anfrage zu lösen, wenn es Ihnen nichts ausmacht, unseren heutigen Chat anhand meiner Kundenservice Fähigkeiten zu bewerten. Ich würde es wirklich schätzen, die Bewertungsschaltfläche finden Sie in diesem Chat. Ich hoffe, Sie haben einen schönen Tag und bitte kommen Sie zu uns zurück, wenn Sie weitere Hilfe benötigen.","<speaker2>Thank you for taking the time to talk with me today and I hope I have managed to resolve your query, if you wouldn't mind rating our chat today based on my customer service skills I would really appreciate it, the rating button can be found on this chat. I hope you have a great day and please come back to us if you need any further assistance.",2,1,1,1,1,1,5
"<speaker1>Vielen Dank, dass Sie sich die Zeit genommen haben, heute mit mir zu sprechen, und ich hoffe, ich habe es geschafft, Ihre Anfrage zu lösen, wenn es Ihnen nichts ausmacht, unseren heutigen Chat anhand meiner Kundenservice Fähigkeiten zu bewerten. Ich würde es wirklich schätzen, die Bewertungsschaltfläche finden Sie in diesem Chat. Ich hoffe, Sie haben einen schönen Tag und bitte kommen Sie zu uns zurück, wenn Sie weitere Hilfe benötigen.","<speaker1>Thank you for taking the time to talk with me today and I hope I have managed to resolve your query, if you wouldn't mind rating our chat today based on my customer service skills I would really appreciate it, the rating button can be found on this chat. I hope you have a great day and please come back to us if you need any further assistance.","<speaker2>danke und einen schönen Tag, #NAME#","<speaker2>Thank you and a nice day, #NAME#",2,0,1,1,1,1,5
"<speaker2>Hallo liebes #PRS_ORG# Team, ich interessiere mich für die #PRS_ORG# Lampe. Kann man diese Höhen verstellen?","<speaker2>Hello dear #PRS_ORG# team, I am interested in the #PRS_ORG# lamp. Can you adjust these heights?","<speaker2>Hallo #NAME#, vielen Dank, dass Sie sich heute an #PRS_ORG# gewandt haben. Ich werde dies jetzt für Sie untersuchen. Einen Moment bitte. Ja, die Höhe kann eingestellt werden, aber wir empfehlen, dass diese von einem qualifizierten Elektriker durchgeführt wird, da wir angeben, dass sie von einem solchen angepasst werden sollte. Wenn Sie die Höhe ändern, gilt das Produkt auch als nicht umtauschbar. Gibt es noch etwas, mit dem ich Ihnen heute helfen kann, bitte?","<speaker2>Hi #NAME# Thanks for contacting #PRS_ORG# today. I will look into this for you now. One moment please Yes the height can be adjusted but we recommend this is performed by a qualified electrician as we do specify that it should be fitted by one. Also, if you change the height the product will be deemed non-returnable. Is there anything else I can help you with today please?",2,0,1,1,1,1,5
"<speaker1>Hallo #NAME#, vielen Dank, dass Sie sich heute an #PRS_ORG# gewandt haben. Ich werde dies jetzt für Sie untersuchen. Einen Moment bitte. Ja, die Höhe kann eingestellt werden, aber wir empfehlen, dass diese von einem qualifizierten Elektriker durchgeführt wird, da wir angeben, dass sie von einem solchen angepasst werden sollte. Wenn Sie die Höhe ändern, gilt das Produkt auch als nicht umtauschbar. Gibt es noch etwas, mit dem ich Ihnen heute helfen kann, bitte?","<speaker1>Hi #NAME# Thanks for contacting #PRS_ORG# today. I will look into this for you now. One moment please Yes the height can be adjusted but we recommend this is performed by a qualified electrician as we do specify that it should be fitted by one. Also, if you change the height the product will be deemed non-returnable. Is there anything else I can help you with today please?",<speaker2>Nein danke Vielen Dank für ihre hilfe,<speaker2>No thanks Thank you for your help,2,0,1,1,1,1,5
<speaker2>Nein danke Vielen Dank für ihre hilfe,<speaker2>No thanks Thank you for your help,"<speaker2>Vielen Dank für den Chat heute. Ich werde den Chat jetzt beenden, aber klicken Sie einfach auf die Schaltfläche, wenn Sie weitere Fragen haben. Sie erhalten in Kürze eine E-Mail, um unseren Chat heute zu bewerten. Wenn Sie einen Moment Zeit haben, darf ich Sie bitten, dies auszufüllen. Auf jeden Fall bedanke ich mich recht herzlich und wünsche Ihnen noch einen schönen Tag.",<speaker2>Thank you for chatting today. I'm going to end the chat now but just click the button if you have any other queries. You will shortly be receiving an email to rate our chat today. If you have a moment may I ask that you do fill this in please or alternatively thank you again and have a wonderful day.,2,1,1,1,1,1,5
"<speaker2>Hallo, ist es auch möglich den #PRS_ORG# für 4 Personen ohne Stühle zu bestellen? Vielen Dank","<speaker2>Hello, Is it also possible to order the #PRS_ORG# for 4 people without chairs? Thank you","<speaker2>Hallo #NAME#, danke für die Kontaktaufnahme mit #PRS_ORG# Ich werde das jetzt ansehen","<speaker2>Hi #NAME#, thanks for contacting #PRS_ORG# I will look at this now",2,1,1,1,1,1,5
"<speaker1>Hallo #NAME#, danke für die Kontaktaufnahme mit #PRS_ORG# Ich werde das jetzt ansehen","<speaker1>Hi #NAME#, thanks for contacting #PRS_ORG# I will look at this now",<speaker2>Vielen Dank,<speaker2>Thank you,2,0,1,1,1,1,5
<speaker2>Vielen Dank,<speaker2>Thank you,"<speaker2>Entschuldigung, der 4 Sitztisch kommt als Set n",<speaker2>Sorry the 4 seated table comes as a set n,1,0,1,1,1,1,4
"<speaker1>Entschuldigung, der 4 Sitztisch kommt als Set n",<speaker1>Sorry the 4 seated table comes as a set n,<speaker2>gibt es keine Möglichkeit nur den Tisch anfertigen zu lassen?,<speaker2>Is there no way to just make the table?,2,0,1,1,1,1,3
<speaker2>gibt es keine Möglichkeit nur den Tisch anfertigen zu lassen?,<speaker2>Is there no way to just make the table?,<speaker2>Wir bieten dies leider nur als Set an,"<speaker2>We only offer this as a set, sorry",2,0,1,1,1,1,3
<speaker1>Wir bieten dies leider nur als Set an,"<speaker1>We only offer this as a set, sorry","<speaker2>alles klar, vielen Dank","<speaker2>All clear, thank you",2,0,1,1,1,1,4
"<speaker2>alles klar, vielen Dank","<speaker2>All clear, thank you","<speaker2>Vielen Dank, dass Sie sich die Zeit genommen haben, sich heute mit mir zu unterhalten. Sobald dieser Chat beendet ist, erhalten Sie eine Feedback-E-Mail mit dem Titel „bewerte Meinen Chat“ Bitte füllen Sie dies aus, wenn Sie einen Moment Zeit haben. Wenn Sie jedoch keine Zeit haben, wünsche ich Ihnen noch einen wunderschönen Tag und bedanke mich vielmals bei Ihnen.","<speaker2>Thank you for taking the time to chat to me today. Once this chat has ended you will be sent a 'rate my chat' feedback email. Please kindly fill this in if you have a moment, however if you don't have time then may I wish you a wonderful day and thank you again.",2,1,1,1,1,1,5
"<speaker1>Vielen Dank, dass Sie sich die Zeit genommen haben, sich heute mit mir zu unterhalten. Sobald dieser Chat beendet ist, erhalten Sie eine Feedback-E-Mail mit dem Titel „bewerte Meinen Chat“ Bitte füllen Sie dies aus, wenn Sie einen Moment Zeit haben. Wenn Sie jedoch keine Zeit haben, wünsche ich Ihnen noch einen wunderschönen Tag und bedanke mich vielmals bei Ihnen.","<speaker1>Thank you for taking the time to chat to me today. Once this chat has ended you will be sent a 'rate my chat' feedback email. Please kindly fill this in if you have a moment, however if you don't have time then may I wish you a wonderful day and thank you again.","<speaker2>Vielen Dank, das wünsche ich Ihnen auch","<speaker2>Thank you very much, I also wish you",2,0,1,1,1,1,5
"<speaker2>Koennen Sie mir sagen, ob #PRS_ORG#, Messing wieder lieferbar sein wird, wenn aj wann oder gibte s dises einfach nicht mehr","<speaker2>Can you tell me if #PRS_ORG#, brass will be back in stock if aj when or gave s dises simply no longer","<speaker2>Guten Tag, vielen Dank für Ihre Kontaktaufnahme mit #PRS_ORG#. Ich werde mir dies jetzt für Sie ansehen. Wir erwarten diese am 5. Mai. Ich würde Ihnen empfehlen, unsere Website 10-12 Wochen vor diesem Datum für eine Vorbestellung zu besuchen. Sie können auch Ihre E-Mail-Adresse über den Link unten registrieren und benachrichtigt werden, sobald sie auf Lager sind: #URL#","<speaker2>Good Afternoon, thanks for contacting #PRS_ORG#. I will look into this for you now. We are expecting these in on May 5th. I would advise checking our website 10-12 weeks prior to this date to pre-order. You can also register your email on the link below and be notified when they are in stock: #URL#",2,0,1,1,1,1,5
"<speaker1>Guten Tag, vielen Dank für Ihre Kontaktaufnahme mit #PRS_ORG#. Ich werde mir dies jetzt für Sie ansehen. Wir erwarten diese am 5. Mai. Ich würde Ihnen empfehlen, unsere Website 10-12 Wochen vor diesem Datum für eine Vorbestellung zu besuchen. Sie können auch Ihre E-Mail-Adresse über den Link unten registrieren und benachrichtigt werden, sobald sie auf Lager sind: #URL#","<speaker1>Good Afternoon, thanks for contacting #PRS_ORG#. I will look into this for you now. We are expecting these in on May 5th. I would advise checking our website 10-12 weeks prior to this date to pre-order. You can also register your email on the link below and be notified when they are in stock: #URL#","<speaker2>super, vielen Dank","<speaker2>Great, thank you so much",2,0,1,1,1,1,5
"<speaker2>super, vielen Dank","<speaker2>Great, thank you so much","<speaker2>Kann ich Ihnen heute noch anderweitig helfen? Vielen Dank, dass Sie sich heute mit mir unterhalten haben. Ich werde den Chat jetzt beenden. Klicken Sie einfach auf die Schaltfläche, wenn Sie weitere Fragen haben. Sie erhalten in Kürze eine E-Mail, um unseren Chat heute zu bewerten. Wenn Sie einen Moment Zeit haben, darf ich Sie bitten, dies auszufüllen? Ansonsten bedanke ich mich recht herzlich und wünsche Ihnen noch einen schönen Tag.",<speaker2>is there anything else I can help you with today please? Thank you for chatting today. I'm going to end the chat now but just click the button if you have any other queries. You will shortly be receiving an email to rate our chat today. If you have a moment may I ask that you do fill this in please or alternatively thank you again and have a wonderful day.,2,1,1,1,1,1,5
"<speaker2>Guten Morgen geehrter Support, ich wollte mich nach dem aktuellen Stand der Übermittlung meiner neuen Lieferdaten erkundigen!","<speaker2>Good morning dear support, I wanted to inquire about the current status of the transmission of my new delivery data!","<speaker2>Guten Morgen, #NAME#, danke für die Kontaktaufnahme mit #PRS_ORG#. Können Sie bitte Ihre Bestellnummer sowie den vollständigen Namen, die Postanschrift und die E-Mail-Adresse des Kontos bestätigen? Vielen Dank.","<speaker2>Good Morning #NAME#, thanks for contacting #PRS_ORG#. Can you please confirm  your order number, plus the full name, postal address and email address on the account. Thanks",2,1,1,1,1,1,5
